#AfcsOn, AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 CHT1, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 MAP, E1 OilP, E1 OilT, E1 RPM, E2 CHT1, E2 EGT Divergence, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 FFlow, E2 MAP, E2 OilP, E2 OilT, E2 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, PichC, Pitch, Roll, RollC, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), VAL, VCDI, volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd, number_events = 0
AfcsOn, AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 CHT1, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 MAP, E1 OilP, E1 OilT, E1 RPM, E2 CHT1, E2 EGT Divergence, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 FFlow, E2 MAP, E2 OilP, E2 OilT, E2 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, PichC, Pitch, Roll, RollC, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), VAL, VCDI, volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd
1.0, 4754.0, 5498.9, 5567.5, 5656.8, 5.0, 1.2, 0.85, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.28, 93.19999999999982, 1302.64, 1395.84, 1372.54, 1380.29, 9.57, 21.71, 75.28, 163.37, 2448.9, 374.38, 51.789999999999964, 1323.08, 1316.74, 1322.38, 1368.53, 10.17, 22.0, 72.04, 155.95, 2414.4, 42.78, 41.18, 142.06, 3704.0, -0.054, 89.9, 10.0, 9.0, 129.03, -0.01, 2.7, 0.0, 18.8, 0.8, 0.85, 0.43, 0.4, 0.056666666666666664, 144.0, 83.96000000000001, 89.5, 13207.65248539023, NaN, NaN, 28.8, 14.0, 1.79, 0.0, 23.6, 127.6, 2.49
1.0, 4754.0, 5498.9, 5567.1, 5656.4, 4.199999999999818, 0.8, 0.6883286930927414, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.22, 91.84999999999991, 1303.72, 1395.57, 1377.98, 1378.02, 9.46, 21.89, 75.32, 163.4, 2449.9, 374.34, 49.25999999999999, 1323.15, 1318.03, 1323.33, 1367.29, 10.0, 21.96, 72.0, 155.89, 2412.5, 42.94, 41.2, 141.98, 3704.0, -0.041, 89.9, 10.5, 9.0, 128.91, -0.01, 2.7, 0.01, 18.8, 0.8, 0.82, 0.46, 0.5, 0.04588857953951609, 144.0, 84.14, 89.5, 13195.36915362051, NaN, NaN, 28.8, 13.0, 15.04, 30.0, 19.7, 127.9, 2.52
1.0, 4754.0, 5499.9, 5567.4, 5656.7, 4.0, 1.1, 0.5265953907046932, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.26, 90.63000000000011, 1303.79, 1394.42, 1379.72, 1378.52, 9.37, 22.02, 75.16, 163.36, 2448.7, 374.32, 48.12000000000012, 1322.28, 1319.12, 1325.14, 1367.24, 9.9, 22.26, 72.03, 155.99, 2414.0, 42.92, 41.18, 141.96, 3704.0, -0.003, 89.9, 10.5, 9.0, 128.88, -0.01, 2.7, 0.01, 18.8, 0.8, 0.79, 0.46, 0.5, 0.03510635938031288, 144.0, 84.1, 89.5, 13192.298320678077, NaN, NaN, 28.8, 13.0, 12.0, 60.0, 23.6, 128.2, 2.53
1.0, 4755.0, 5500.9, 5567.8, 5657.1, 4.0, 0.8, 0.598338906522673, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.24, 86.57999999999993, 1305.42, 1392.0, 1377.87, 1380.32, 9.22, 21.79, 75.4, 163.3, 2450.9, 374.37, 50.100000000000136, 1320.07, 1317.37, 1327.45, 1367.47, 9.85, 22.42, 72.07, 155.97, 2412.4, 42.9, 41.2, 141.88, 3704.0, 0.035, 90.1, 10.5, 10.0, 128.92, -0.0, 2.7, 0.01, 18.8, 0.7, 0.73, 0.47, 0.5, 0.039889260434844864, 144.0, 84.1, 89.5, 13196.392764601318, NaN, NaN, 28.8, 13.0, 27.77, 30.0, 23.6, 128.3, 2.55
1.0, 4755.0, 5500.9, 5568.1, 5657.4, 4.099999999999454, 1.0, 0.7, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.22, 89.65000000000009, 1305.35, 1395.0, 1375.49, 1381.21, 9.22, 21.99, 75.08, 163.28, 2450.9, 374.29, 47.37000000000012, 1320.31, 1319.03, 1328.88, 1366.4, 9.85, 22.43, 71.99, 155.9, 2413.2, 42.78, 41.13, 141.84, 3704.0, 0.022, 90.1, 10.5, 10.0, 129.0, -0.01, 2.7, 0.01, 18.8, 0.7, 0.7, 0.45, 0.3, 0.04666666666666666, 144.0, 83.91, 89.5, 13204.581652447798, NaN, NaN, 28.8, 13.0, 24.41, 0.0, 19.7, 128.4, 2.56
1.0, 4752.0, 5500.9, 5568.2, 5657.5, 4.0, 1.1, 0.67, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.25, 88.8599999999999, 1306.64, 1395.5, 1374.65, 1382.01, 9.19, 21.66, 75.3, 163.34, 2449.0, 374.28, 44.84999999999991, 1321.68, 1320.25, 1327.97, 1365.1, 9.82, 22.48, 71.96, 155.87, 2413.7, 42.57, 41.16, 141.84, 3704.0, 0.014, 90.1, 10.5, 10.0, 129.04, 0.0, 2.7, 0.0, 18.8, 0.7, 0.67, 0.25, 0.3, 0.04466666666666667, 144.0, 83.72999999999999, 89.5, 13208.676096371039, NaN, NaN, 28.8, 13.0, 16.42, 0.0, 19.7, 128.4, 2.58
1.0, 4752.0, 5500.9, 5568.5, 5657.8, 3.699999999999818, 0.7, 0.5084511497664276, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.25, 90.96000000000004, 1305.74, 1396.7, 1374.23, 1381.91, 9.19, 21.9, 75.19, 163.34, 2451.0, 374.27, 43.690000000000055, 1320.75, 1320.58, 1324.68, 1364.27, 9.74, 22.47, 72.22, 155.78, 2412.9, 42.62, 41.12, 141.82, 3704.0, -0.016, 90.0, 10.0, 10.0, 129.03, -0.01, 2.7, -0.0, 18.8, 0.6, 0.64, 0.3, 0.3, 0.03389674331776184, 144.0, 83.74, 89.5, 13207.65248539023, NaN, NaN, 28.8, 14.0, 3.33, 30.0, 19.7, 128.4, 2.59
1.0, 4754.0, 5501.9, 5569.9, 5659.2, 4.399999999999636, 1.2, 0.4384103561912691, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.19, 89.47000000000003, 1304.77, 1394.24, 1373.51, 1382.17, 9.03, 21.93, 75.32, 163.35, 2449.7, 374.21, 45.0, 1321.87, 1319.95, 1322.36, 1364.95, 9.72, 22.5, 72.47, 155.82, 2412.6, 42.65, 41.1, 141.84, 3704.0, -0.046, 90.0, 10.0, 9.0, 128.99, -0.01, 2.7, -0.0, 18.8, 0.6, 0.57, 0.31, 0.3, 0.02922735707941794, 144.0, 83.75, 89.5, 13203.55804146699, NaN, NaN, 28.8, 13.0, 10.12, 30.0, 19.7, 128.3, 2.6
1.0, 4751.0, 5501.9, 5570.1, 5659.4, 3.899999999999636, 0.7, 0.6216304626921065, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.27, 85.38000000000011, 1306.11, 1391.49, 1372.01, 1384.39, 9.1, 21.81, 75.45, 163.27, 2449.6, 374.23, 48.92000000000007, 1321.23, 1319.37, 1323.72, 1368.29, 9.76, 22.3, 72.14, 155.91, 2413.9, 42.61, 41.08, 141.86, 3704.0, -0.021, 90.1, 10.5, 9.0, 128.95, -0.0, 2.7, -0.0, 18.8, 0.5, 0.49, 0.4, 0.4, 0.041442030846140426, 144.0, 83.69, 89.5, 13199.463597543747, NaN, NaN, 28.9, 13.0, 15.75, -30.0, 7.9, 128.2, 2.62
1.0, 4751.0, 5500.9, 5570.6, 5659.9, 3.5999999999994543, 0.6, 0.3049526519697991, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.22, 83.16999999999985, 1307.39, 1390.56, 1374.43, 1382.26, 8.94, 22.01, 75.04, 163.26, 2449.9, 374.16, 50.25999999999999, 1319.9, 1318.16, 1325.18, 1368.42, 9.63, 21.97, 72.02, 155.83, 2413.1, 42.67, 41.03, 141.75, 3704.0, -0.023, 90.3, 10.5, 10.0, 128.9, -0.0, 2.7, 0.04, 18.8, 0.5, 0.7, 0.54, 0.3, 0.020330176797986606, 144.0, 83.7, 89.5, 13194.3455426397, NaN, NaN, 28.8, 13.0, -10.42, 90.0, 23.6, 128.1, 2.63
1.0, 4752.0, 5504.9, 5571.4, 5660.8, 4.0, 1.1, -0.25547688753458253, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.24, 79.51999999999998, 1309.29, 1388.81, 1375.16, 1379.74, 9.06, 21.64, 75.51, 163.25, 2445.7, 374.15, 50.77999999999997, 1318.97, 1320.48, 1325.34, 1369.75, 9.63, 21.92, 72.26, 155.81, 2410.0, 42.85, 40.96, 141.18, 3704.0, -0.02, 89.8, 10.5, 10.0, 128.76, -0.01, 2.7, -0.05, 18.8, 0.2, 0.14, -0.18, 0.3, 0.017031792502305503, 144.0, 83.81, 89.4, 13180.01498890836, NaN, NaN, 28.8, 13.0, 41.46, 90.0, 43.3, 127.9, 2.64
1.0, 4748.0, 5503.9, 5570.8, 5660.1, 3.7000000000007276, 0.6, 0.6382493956036785, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.21, 80.17000000000007, 1308.3, 1388.47, 1375.55, 1377.67, 9.11, 21.93, 75.24, 163.23, 2447.4, 374.15, 53.059999999999945, 1317.23, 1325.87, 1326.96, 1370.29, 9.62, 22.16, 72.15, 155.76, 2410.9, 43.31, 41.04, 140.64, 3704.0, 0.015, 90.1, 10.5, 10.0, 128.53, -0.01, 2.7, 0.02, 18.8, 0.2, 0.11, 0.64, 0.5, 0.04254995970691191, 144.0, 84.35, 89.5, 13156.471936349732, NaN, NaN, 28.8, 13.0, 50.37, -120.0, -55.1, 127.8, 2.65
1.0, 4750.0, 5500.9, 5569.6, 5658.9, 2.199999999999818, 1.1, 0.9351102214027445, 29.67, 122.85, 124.575, 71.0, 0.97873057877896, 375.26, 83.70000000000005, 1306.06, 1389.76, 1375.77, 1378.05, 9.08, 21.9, 74.95, 163.27, 2445.3, 374.11, 53.01999999999998, 1316.01, 1326.36, 1328.33, 1369.03, 9.62, 22.4, 72.06, 155.76, 2410.2, 43.47, 41.09, 140.15, 3704.0, 0.024, 90.0, 10.0, 9.0, 128.09, -0.0, 2.7, 0.01, 18.8, 0.2, 0.14, 0.55, 0.4, 0.062340681426849634, 143.0, 84.56, 89.5, 13111.4330531941, NaN, NaN, 28.8, 14.0, -34.54, -180.0, -66.9, 127.7, 2.66
1.0, 4748.0, 5497.9, 5567.4, 5656.8, -0.3000000000001819, 0.9, 1.1920785490096597, 29.67, 122.85, 124.575, 71.0, 0.9780602153688376, 375.24, 86.96000000000004, 1303.54, 1390.5, 1376.19, 1376.68, 9.09, 21.8, 75.37, 163.31, 2447.3, 374.03, 51.52999999999997, 1313.3, 1321.5, 1326.41, 1364.83, 9.71, 22.41, 72.12, 155.81, 2426.2, 43.5, 41.16, 139.59, 3704.0, 0.022, 90.1, 10.0, 9.0, 127.48, 0.0, 2.7, 0.01, 19.0, 0.4, 0.26, 0.21, 0.3, 0.07947190326731064, 143.0, 84.66, 89.6, 13053.463913454223, NaN, NaN, 28.8, 13.0, -111.43, -210.0, -63.0, 127.6, 2.66
1.0, 4747.0, 5493.9, 5566.5, 5655.8, -1.5999999999994543, 0.6, 1.4571514364808982, 29.67, 122.85, 124.575, 71.0, 0.9780602153688376, 375.22, 87.6099999999999, 1298.69, 1386.3, 1372.31, 1374.05, 9.11, 22.0, 74.93, 163.25, 2447.2, 374.01, 51.76999999999998, 1308.02, 1315.25, 1324.08, 1359.79, 9.74, 22.43, 72.51, 155.78, 2425.8, 43.59, 41.16, 138.95, 3704.0, 0.022, 90.2, 10.5, 9.0, 126.79, 0.0, 2.7, 0.02, 19.0, 0.6, 0.52, 0.24, 0.2, 0.09714342909872654, 142.0, 84.75, 89.6, 12982.810555278173, NaN, NaN, 28.8, 13.0, -165.27, -210.0, -51.2, 127.5, 2.66
1.0, 4743.0, 5490.9, 5566.3, 5655.6, -1.8999999999996362, 1.0, 1.6681074030278946, 29.67, 122.85, 124.575, 71.0, 0.9780602153688376, 375.15, 86.25999999999999, 1295.05, 1381.31, 1364.36, 1374.14, 9.19, 21.73, 73.15, 163.26, 2604.3, 373.98, 48.47000000000003, 1305.81, 1309.82, 1317.54, 1354.28, 9.83, 22.13, 70.12, 155.79, 2547.6, 43.28, 41.2, 138.13, 3704.0, -0.008, 90.2, 10.5, 10.0, 126.03, 0.0, 2.7, 0.03, 19.0, 0.8, 0.86, 0.15, 0.1, 0.11120716020185965, 141.0, 84.48, 89.6, 12904.98946511324, NaN, NaN, 28.9, 13.0, -190.41, -180.0, -11.8, 127.4, 2.66
1.0, 4744.0, 5487.9, 5566.9, 5656.3, -1.5, 1.0, 1.808205594215405, 29.67, 122.85, 124.575, 71.0, 0.9780602153688376, 375.16, 85.75, 1293.6, 1379.35, 1361.66, 1373.6, 9.11, 21.38, 76.79, 163.26, 2663.4, 373.87, 50.940000000000055, 1303.33, 1310.41, 1314.82, 1354.27, 10.09, 21.69, 74.08, 155.99, 2679.1, 43.57, 41.23, 137.1, 3704.0, -0.008, 90.2, 10.5, 10.0, 125.14, 0.0, 2.7, 0.04, 19.0, 1.1, 1.13, 0.11, 0.0, 0.12054703961436034, 140.0, 84.8, 89.6, 12813.856872683256, NaN, NaN, 28.8, 13.0, -199.83, -150.0, 35.4, 127.5, 2.65
1.0, 4745.0, 5485.9, 5568.2, 5657.6, -1.5999999999994543, 0.7, 1.7700961140805824, 29.67, 122.85, 124.575, 71.0, 0.9780602153688376, 375.17, 81.97000000000003, 1295.41, 1377.38, 1362.25, 1369.24, 9.26, 20.87, 76.38, 163.25, 2656.3, 373.86, 51.450000000000045, 1304.33, 1310.27, 1314.04, 1355.78, 10.4, 20.55, 73.93, 156.06, 2652.9, 42.62, 41.43, 136.4, 3704.0, -0.063, 90.3, 10.5, 10.0, 124.17, 0.0, 2.7, 0.02, 19.0, 1.4, 1.36, -0.1, 0.1, 0.11800640760537216, 139.0, 84.05, 89.6, 12714.532586551702, NaN, NaN, 28.8, 13.0, -170.19, -90.0, 94.5, 127.6, 2.63
1.0, 4744.0, 5484.9, 5570.5, 5659.8, 0.4000000000005457, 0.9, 2.1133585634441348, 29.67, 122.85, 124.575, 71.0, 0.9780602153688376, 375.11, 75.3900000000001, 1295.5, 1370.89, 1359.18, 1359.31, 9.22, 18.42, 75.93, 163.27, 2628.1, 373.76, 54.069999999999936, 1298.41, 1300.68, 1307.73, 1352.48, 10.51, 18.03, 73.43, 156.11, 2622.5, 42.76, 41.42, 135.23, 3704.0, -0.095, 90.5, 10.0, 9.0, 123.19, 0.0, 2.7, 0.02, 19.0, 1.7, 1.7, 0.18, -0.1, 0.14089057089627566, 138.0, 84.18, 89.6, 12614.184338707451, NaN, NaN, 28.8, 14.0, -131.51, -90.0, 137.8, 127.8, 2.61
5.0, 4748.0, 5482.9, 5574.4, 5663.7, 3.800000000000182, 1.2, 2.6565702165847194, 29.67, 122.85, 124.575, 71.0, 0.9780602153688376, 375.11, 64.06000000000017, 1294.87, 1358.93, 1352.81, 1350.81, 9.1, 16.52, 76.75, 163.31, 2670.0, 373.71, 56.25, 1288.95, 1292.06, 1301.33, 1345.2, 10.19, 16.21, 74.32, 156.26, 2675.7, 43.12, 41.47, 133.43, 3704.0, -0.077, 90.3, 10.0, 9.0, 121.99, -0.0, 2.7, 0.02, 19.0, 2.0, 2.1, -0.45, -0.3, 0.17710468110564792, 136.0, 84.59, 89.7, 12491.308933183878, NaN, NaN, 28.8, 13.0, -107.67, -120.0, 169.3, 128.3, 2.59
0.0, 4749.0, 5480.9, 5578.1, 5667.5, 6.699999999999818, 0.9, 3.1242016802761987, 29.67, 122.85, 124.575, 71.0, 0.9780602153688376, 375.04, 56.13999999999987, 1297.47, 1353.61, 1351.92, 1348.57, 8.94, 15.99, 76.95, 163.38, 2659.4, 373.52, 55.819999999999936, 1285.98, 1292.88, 1303.98, 1341.8, 9.7, 15.72, 74.78, 156.37, 2667.4, 43.34, 41.36, 131.58, 3704.0, -0.089, 90.5, 10.5, 9.0, 120.34, 0.0, 2.7, 0.03, 19.0, 2.4, 2.56, -0.8, -0.3, 0.2082801120184133, 135.0, 84.7, 89.6, 12322.355250588966, NaN, NaN, 28.8, 13.0, -119.55, -120.0, 204.7, 128.9, 2.55
0.0, 4754.0, 5478.9, 5582.7, 5672.0, 11.899999999999636, 0.8, 2.87, 29.67, 122.85, 124.575, 71.0, 0.9780602153688376, 374.85, 52.87999999999988, 1300.2, 1351.05, 1353.08, 1348.69, 8.79, 15.86, 76.98, 163.39, 2658.4, 373.18, 56.419999999999845, 1284.15, 1295.04, 1307.27, 1340.57, 9.42, 15.62, 74.52, 156.38, 2653.8, 43.09, 41.4, 129.79, 3704.0, -0.085, 90.1, 10.5, 10.0, 118.33, -0.01, 2.7, 0.01, 19.0, 2.9, 2.87, -1.23, -0.3, 0.19133333333333333, 132.0, 84.49000000000001, 89.5, 12116.538946336981, NaN, NaN, 28.8, 13.0, -125.07, 0.0, 259.8, 129.8, 2.51
0.0, 4758.0, 5480.9, 5587.5, 5676.8, 17.900000000000546, 1.1, 2.8196758938272364, 29.67, 122.85, 124.575, 71.0, 0.9773907696362099, 374.59, 49.27999999999997, 1302.39, 1347.68, 1351.67, 1349.68, 8.47, 15.81, 76.94, 163.4, 2660.0, 372.8, 54.88000000000011, 1284.77, 1294.25, 1308.23, 1339.65, 9.28, 15.58, 74.51, 156.45, 2661.4, 42.81, 41.28, 127.96, 3704.0, -0.038, 90.3, 10.5, 10.0, 116.21, 0.0, 2.7, 0.08, 19.2, 3.3, 3.55, -1.42, -0.1, 0.18797839292181576, 130.0, 84.09, 89.3, 11903.533522896752, NaN, NaN, 28.8, 13.0, -57.81, 150.0, 295.3, 131.1, 2.45
0.0, 4765.0, 5483.9, 5593.9, 5683.2, 26.399999999999636, 1.2, 2.362193689745479, 29.67, 122.85, 124.575, 71.0, 0.9773907696362099, 374.26, 49.190000000000055, 1303.08, 1344.05, 1352.27, 1349.6, 8.32, 15.77, 76.95, 163.38, 2659.2, 372.31, 52.93999999999983, 1285.66, 1293.37, 1308.77, 1338.6, 9.04, 15.55, 74.83, 156.44, 2661.9, 42.67, 41.38, 126.12, 3704.0, -0.031, 90.0, 10.5, 10.0, 114.2, 0.0, 2.7, 0.02, 19.2, 3.6, 3.7, -0.97, -0.1, 0.15747957931636528, 128.0, 84.05000000000001, 89.1, 11697.64674567429, NaN, NaN, 28.8, 13.0, 20.91, 270.0, 374.0, 132.6, 2.38
0.0, 4771.0, 5489.9, 5600.6, 5689.9, 34.099999999999454, 0.6, 1.997305012770253, 29.67, 122.85, 124.575, 71.0, 0.9773907696362099, 373.89, 50.61000000000013, 1304.12, 1341.63, 1354.73, 1349.53, 8.33, 15.72, 77.09, 163.31, 2659.8, 371.75, 56.72000000000003, 1281.98, 1294.01, 1307.94, 1338.7, 8.97, 15.52, 74.53, 156.45, 2659.8, 42.56, 41.47, 124.31, 3704.0, -0.035, 89.7, 10.0, 9.0, 112.31, -0.0, 2.7, -0.01, 19.2, 3.7, 3.66, -1.02, 0.1, 0.13315366751801685, 126.0, 84.03, 89.0, 11504.051716345706, NaN, NaN, 28.8, 14.0, 158.79, 330.0, 385.8, 134.6, 2.3
0.0, 4773.0, 5494.9, 5605.5, 5694.9, 39.29999999999927, 1.0, 1.9878902177103648, 29.67, 122.85, 124.575, 71.0, 0.9773907696362099, 373.46, 52.42000000000007, 1301.22, 1338.52, 1353.64, 1347.96, 8.31, 15.74, 77.3, 163.35, 2660.7, 371.17, 58.460000000000036, 1277.61, 1293.82, 1306.99, 1336.07, 8.76, 15.5, 74.8, 156.51, 2660.7, 42.83, 41.29, 122.62, 3704.0, -0.044, 89.9, 10.0, 9.0, 110.54, 0.01, 2.7, -0.04, 19.2, 3.6, 3.37, -0.92, 0.3, 0.13252601451402432, 124.0, 84.12, 88.8, 11322.748434910998, NaN, NaN, 28.8, 13.0, 237.82, 270.0, 338.6, 137.1, 2.22
0.0, 4777.0, 5498.9, 5609.6, 5698.9, 42.599999999999454, 1.3, 3.0840628921670863, 29.67, 122.85, 124.575, 71.0, 0.9773907696362099, 373.04, 51.82999999999993, 1300.42, 1336.8, 1352.25, 1347.16, 8.34, 15.75, 77.07, 163.4, 2662.2, 370.54, 61.070000000000164, 1272.86, 1291.56, 1305.25, 1333.93, 8.8, 15.51, 74.56, 156.66, 2655.9, 42.86, 41.28, 121.1, 3704.0, -0.065, 89.6, 10.5, 9.0, 108.85, -0.0, 2.7, -0.03, 19.2, 3.3, 3.24, -0.86, 0.2, 0.2056041928111391, 122.0, 84.14, 88.7, 11149.63965207221, NaN, NaN, 28.8, 13.0, 253.78, 30.0, 252.0, 140.0, 2.13
0.0, 4781.0, 5495.9, 5612.9, 5702.3, 44.69999999999982, 0.9, 3.8666757397858595, 29.67, 122.85, 124.575, 71.0, 0.9763883175647882, 372.6, 51.07999999999993, 1298.89, 1334.16, 1349.97, 1346.42, 8.1, 15.72, 77.16, 163.38, 2660.7, 369.94, 62.75, 1268.62, 1290.72, 1304.56, 1331.37, 8.57, 15.51, 74.43, 156.83, 2659.5, 42.52, 41.29, 119.7, 3704.0, -0.077, 89.5, 10.5, 10.0, 107.2, -0.0, 2.7, 0.0, 19.5, 3.6, 3.55, -1.02, 0.4, 0.2577783826523906, 120.0, 83.81, 88.5, 10986.2635451885, NaN, NaN, 28.8, 13.0, 133.44, -60.0, 208.7, 143.4, 2.05
0.0, 4784.0, 5496.9, 5616.3, 5705.6, 45.80000000000018, 0.6, 3.7191722993878247, 29.67, 122.85, 124.575, 71.0, 0.9763883175647882, 372.15, 50.6400000000001, 1298.57, 1332.51, 1349.21, 1345.93, 8.19, 15.62, 77.22, 163.44, 2659.5, 369.26, 61.8599999999999, 1268.4, 1288.62, 1301.98, 1330.26, 8.58, 15.51, 74.52, 156.97, 2659.1, 42.21, 41.24, 118.36, 3704.0, -0.078, 89.3, 10.5, 10.0, 105.54, -0.0, 2.7, 0.05, 19.5, 3.7, 3.88, -1.07, 0.5, 0.24794481995918832, 118.0, 83.45, 88.4, 10816.140434320843, NaN, NaN, 28.8, 13.0, 52.96, 30.0, 200.8, 147.4, 1.96
0.0, 4788.0, 5496.9, 5619.9, 5709.3, 45.600000000000364, 1.1, 3.0965844995124394, 29.67, 122.85, 124.575, 71.0, 0.9763883175647882, 371.68, 50.13999999999987, 1298.95, 1330.99, 1349.09, 1345.44, 8.03, 15.5, 77.18, 163.5, 2662.1, 368.65, 60.69999999999982, 1267.88, 1286.92, 1299.96, 1328.58, 8.45, 15.5, 74.76, 157.1, 2664.8, 42.25, 41.35, 117.04, 3704.0, -0.086, 89.0, 10.5, 10.0, 103.91, -0.0, 2.7, -0.02, 19.5, 4.0, 3.75, -1.26, 0.7, 0.20643896663416264, 116.0, 83.6, 88.2, 10649.091837505008, NaN, NaN, 28.8, 13.0, 13.72, 120.0, 216.5, 152.1, 1.89
0.0, 4791.0, 5500.9, 5622.6, 5712.0, 44.5, 1.1, 2.391337385530079, 29.67, 122.85, 124.575, 71.0, 0.9763883175647882, 371.22, 48.539999999999964, 1299.75, 1328.4, 1348.29, 1344.19, 8.12, 15.47, 77.17, 163.47, 2660.1, 367.96, 58.75, 1269.14, 1286.49, 1300.65, 1327.89, 8.5, 15.45, 74.7, 157.23, 2662.9, 42.42, 41.29, 115.79, 3704.0, -0.099, 88.9, 10.0, 9.0, 102.42, 0.0, 2.7, -0.05, 19.5, 3.8, 3.22, -1.58, 1.0, 0.15942249236867193, 115.0, 83.71000000000001, 88.0, 10496.390972931027, NaN, NaN, 28.8, 14.0, 73.97, 150.0, 173.2, 157.5, 1.82
0.0, 4791.0, 5501.9, 5623.5, 5712.8, 40.80000000000018, 0.8, 2.91, 29.67, 122.85, 124.575, 71.0, 0.9763883175647882, 370.74, 47.22000000000003, 1300.44, 1325.72, 1347.66, 1342.59, 8.06, 15.48, 77.21, 163.52, 2662.4, 367.29, 59.569999999999936, 1267.88, 1286.27, 1301.49, 1327.45, 8.53, 15.46, 74.52, 157.38, 2663.3, 42.57, 41.15, 114.76, 3704.0, -0.118, 88.7, 10.0, 9.0, 101.17, -0.0, 2.7, -0.05, 19.5, 3.6, 2.91, -1.76, 1.2, 0.19400000000000003, 113.0, 83.72, 87.8, 10368.286220771646, NaN, NaN, 28.8, 13.0, 92.57, 0.0, 70.9, 163.6, 1.76
0.0, 4791.0, 5500.9, 5623.2, 5712.5, 35.69999999999982, 0.8, 2.919273084670605, 29.67, 122.85, 124.575, 71.0, 0.9763883175647882, 370.21, 49.56000000000017, 1297.11, 1323.17, 1346.67, 1340.78, 8.03, 15.34, 77.27, 163.55, 2659.7, 366.64, 60.62999999999988, 1265.47, 1285.22, 1302.31, 1326.1, 8.56, 15.43, 74.78, 157.5, 2660.0, 42.21, 41.1, 113.89, 3704.0, -0.126, 88.4, 10.5, 9.0, 100.06, -0.0, 2.7, -0.04, 19.5, 3.5, 2.58, -1.8, 1.3, 0.19461820564470703, 112.0, 83.31, 87.5, 10254.529200854116, NaN, NaN, 28.8, 13.0, 42.55, -60.0, -15.7, 170.2, 1.73
0.0, 4789.0, 5499.9, 5621.5, 5710.8, 27.600000000000364, 0.9, 3.8464261005476335, 29.67, 122.85, 124.575, 71.0, 0.9763883175647882, 369.79, 52.3599999999999, 1294.66, 1323.51, 1347.02, 1340.26, 7.99, 15.33, 77.28, 163.61, 2661.9, 366.05, 59.27999999999997, 1266.14, 1284.37, 1300.98, 1325.42, 8.38, 15.44, 74.82, 157.61, 2664.9, 41.94, 41.24, 113.15, 3704.0, -0.108, 87.8, 10.5, 10.0, 99.1, -0.01, 2.7, 0.04, 19.5, 3.5, 2.99, -1.9, 1.6, 0.25642840670317557, 111.0, 83.18, 87.2, 10156.14475119571, NaN, NaN, 28.8, 13.0, -8.13, -150.0, -94.5, 177.2, 1.71
0.0, 4788.0, 5495.9, 5620.3, 5709.6, 19.700000000000728, 1.1, 3.8327609053745597, 29.67, 122.85, 124.575, 71.0, 0.9763883175647882, 369.37, 57.30000000000018, 1290.86, 1326.64, 1348.16, 1339.69, 7.73, 15.33, 77.38, 163.66, 2663.0, 365.43, 59.63000000000011, 1265.83, 1285.11, 1300.23, 1325.46, 8.24, 15.46, 74.91, 157.74, 2664.4, 41.96, 41.22, 112.45, 3704.0, -0.088, 87.6, 10.5, 10.0, 98.25, -0.01, 2.7, 0.06, 19.5, 3.9, 3.66, 0.79, 2.1, 0.25551739369163734, 110.0, 83.18, 86.9, 10069.033519727333, NaN, NaN, 28.8, 13.0, -100.68, -30.0, -66.9, -175.6, 1.72
