#AfcsOn, AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 CHT1, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 MAP, E1 OilP, E1 OilT, E1 RPM, E2 CHT1, E2 EGT Divergence, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 FFlow, E2 MAP, E2 OilP, E2 OilT, E2 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, PichC, Pitch, Roll, RollC, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), VAL, VCDI, volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd, number_events = 0
AfcsOn, AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 CHT1, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 MAP, E1 OilP, E1 OilT, E1 RPM, E2 CHT1, E2 EGT Divergence, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 FFlow, E2 MAP, E2 OilP, E2 OilT, E2 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, PichC, Pitch, Roll, RollC, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), VAL, VCDI, volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd
0.0, 268.0, 1114.9, 1019.8, 1107.5, -73.40000000000009, 1.6, -0.05141543934473747, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 332.04, 52.22000000000003, 1274.07, 1304.88, 1326.29, 1315.7, 6.7, 16.42, 74.5, 167.3, 2377.8, 338.93, 53.1400000000001, 1264.84, 1274.46, 1292.91, 1317.98, 7.83, 16.92, 72.29, 165.35, 2401.2, 31.2, 29.69, 75.3, 1852.0, -0.984, 355.0, 15.0, 11.0, 86.24, -0.0, 3.2, -0.07, 16.2, NaN, -2.02, -5.55, NaN, 0.0034276959563158318, 89.0, 60.89, 357.7, 8788.2051110256, NaN, NaN, 28.8, 15.0, -458.62, -300.0, -318.9, -17.1, 16.6
0.0, 260.0, 1109.9, 1011.7, 1099.5, -73.20000000000005, 1.5, 2.426993319781208, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 332.2, 55.809999999999945, 1269.44, 1300.31, 1325.25, 1313.9, 6.86, 16.04, 73.72, 167.34, 2338.2, 339.1, 50.659999999999854, 1263.4, 1271.23, 1291.28, 1314.06, 7.99, 16.67, 71.4, 165.35, 2374.0, 31.05, 29.47, 75.27, 1852.0, -0.964, 355.4, 15.0, 11.0, 86.52, 0.02, 3.2, 0.19, 16.2, NaN, -0.91, -1.31, NaN, 0.16179955465208054, 89.0, 60.519999999999996, 357.0, 8816.738244502956, NaN, NaN, 28.8, 15.0, -402.99, -510.0, -437.0, -17.0, 16.44
0.0, 254.0, 1097.9, 1006.3, 1094.0, -70.79999999999995, 1.4, 2.3074994321805313, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 332.37, 52.74000000000001, 1269.26, 1297.76, 1322.0, 1312.5, 6.56, 15.93, 73.49, 167.43, 2325.2, 339.25, 50.00999999999999, 1261.85, 1270.04, 1290.64, 1311.86, 7.46, 16.68, 70.96, 165.39, 2358.8, 31.02, 29.94, 75.17, 1852.0, -0.943, 355.1, 14.5, 11.0, 86.21, 0.03, 3.2, 0.08, 16.2, NaN, -0.45, -1.97, NaN, 0.1538332954787021, 89.0, 60.96, 356.7, 8785.147989581597, NaN, NaN, 28.8, 14.0, -487.28, -420.0, -342.5, -16.8, 16.27
0.0, 251.0, 1095.9, 1002.4, 1090.1, -66.90000000000009, 1.4, -1.2430896997127254, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 332.54, 48.74000000000001, 1271.77, 1299.77, 1320.51, 1313.45, 6.53, 15.44, 73.49, 167.36, 2303.3, 339.4, 46.590000000000146, 1262.86, 1268.61, 1290.88, 1309.45, 7.57, 16.12, 70.73, 165.32, 2336.0, 30.91, 29.92, 74.95, 1852.0, -0.923, 353.9, 14.5, 11.0, 85.53, 0.03, 3.2, -0.01, 16.2, NaN, -1.64, -2.02, NaN, 0.08287264664751502, 88.0, 60.83, 356.6, 8715.853236850877, NaN, NaN, 28.8, 15.0, -417.2, -60.0, -240.2, -16.6, 16.1
0.0, 245.0, 1095.9, 996.7, 1084.4, -65.69999999999982, 1.6, -1.2314251386246837, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 332.66, 47.01999999999998, 1274.55, 1302.01, 1321.57, 1315.04, 6.75, 14.73, 72.61, 167.39, 2262.1, 339.5, 44.47000000000003, 1263.12, 1269.14, 1291.0, 1307.59, 7.67, 15.58, 70.2, 165.21, 2293.0, 31.09, 30.18, 74.55, 1852.0, -0.902, 353.4, 14.5, 11.0, 85.49, -0.0, 3.2, -0.04, 16.2, NaN, -2.82, -0.76, NaN, 0.08209500924164556, 88.0, 61.269999999999996, 356.3, 8711.77707492554, NaN, NaN, 28.8, 15.0, -262.23, -240.0, -330.7, -16.4, 15.92
0.0, 236.0, 1087.9, 987.6, 1075.4, -67.5, 1.8, 0.004864497820830316, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 332.82, 44.74000000000001, 1279.24, 1304.03, 1323.98, 1318.14, 6.53, 14.48, 71.87, 167.42, 2224.7, 339.55, 40.6099999999999, 1266.92, 1272.58, 1292.52, 1307.53, 7.27, 15.39, 69.63, 165.15, 2272.2, 31.64, 30.0, 74.41, 1852.0, -0.882, 354.8, 15.0, 12.0, 85.8, 0.02, 3.2, -0.08, 16.2, NaN, -4.55, -2.77, NaN, 3.2429985472202103E-4, 88.0, 61.64, 356.2, 8743.367329846898, NaN, NaN, 28.8, 15.0, -236.39, -690.0, -523.6, -16.3, 15.74
0.0, 226.0, 1072.9, 977.6, 1065.3, -69.20000000000005, 1.5, 1.1862889692736798, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 332.96, 43.19999999999982, 1284.92, 1307.36, 1328.12, 1322.15, 5.92, 14.3, 71.69, 167.44, 2216.4, 339.61, 40.75, 1267.75, 1275.12, 1293.07, 1308.5, 6.95, 15.3, 69.66, 165.06, 2266.0, 31.74, 29.85, 74.6, 1852.0, -0.862, 355.4, 15.5, 11.0, 85.69, 0.02, 3.2, 0.04, 16.2, NaN, -2.58, 1.3, NaN, 0.07908593128491198, 88.0, 61.59, 356.0, 8732.157884552222, NaN, NaN, 28.8, 15.0, -449.3, -570.0, -582.7, -16.1, 15.58
0.0, 218.0, 1068.9, 969.6, 1057.3, -69.0, 1.1, -0.11378465762843426, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 333.1, 43.25999999999999, 1292.33, 1316.16, 1335.59, 1328.88, 5.7, 13.41, 70.96, 167.37, 2164.4, 339.66, 41.710000000000036, 1268.5, 1277.37, 1294.02, 1310.21, 6.64, 14.61, 69.23, 164.98, 2224.0, 31.47, 29.93, 74.68, 1852.0, -0.841, 354.1, 15.0, 11.0, 85.35, -0.02, 3.2, -0.06, 16.2, NaN, -2.7, 0.38, NaN, 0.007585643841895617, 88.0, 61.4, 356.2, 8697.51050818686, NaN, NaN, 28.8, 15.0, -496.91, -390.0, -523.6, -16.0, 15.41
0.0, 208.0, 1059.9, 959.4, 1047.1, -71.40000000000009, 1.4, 3.0392737469494486, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 333.25, 44.159999999999854, 1303.92, 1326.91, 1348.08, 1338.86, 5.31, 13.25, 70.32, 167.31, 2139.3, 339.71, 45.5, 1271.75, 1285.49, 1300.49, 1317.25, 6.35, 14.46, 68.76, 164.73, 2202.3, 31.91, 29.8, 74.33, 1852.0, -0.821, 353.6, 14.5, 11.0, 85.53, 0.01, 3.2, 0.05, 16.2, NaN, -1.53, -0.4, NaN, 0.2026182497966299, 88.0, 61.71, 356.4, 8715.853236850877, NaN, NaN, 28.8, 14.0, -469.68, -690.0, -586.6, -15.8, 15.24
0.0, 194.0, 1045.9, 949.9, 1037.6, -74.60000000000014, 1.7, 3.9366587789167937, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 333.26, 48.47000000000003, 1312.73, 1333.85, 1361.2, 1346.42, 5.02, 13.24, 69.97, 167.26, 2120.5, 339.62, 48.659999999999854, 1276.65, 1288.56, 1305.17, 1325.31, 6.07, 14.48, 68.48, 164.66, 2189.9, 31.95, 29.72, 73.9, 1852.0, -0.801, 353.6, 14.5, 11.0, 85.21, -0.0, 3.2, 0.11, 16.2, NaN, -0.45, -0.54, NaN, 0.26244391859445293, 87.0, 61.67, 356.4, 8683.243941448183, NaN, NaN, 28.8, 15.0, -595.76, -660.0, -570.9, -15.6, 15.07
0.0, 186.0, 1037.9, 941.7, 1029.4, -78.09999999999991, 1.6, 2.0173385612049692, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 333.28, 50.789999999999964, 1321.89, 1341.68, 1372.68, 1352.6, 4.74, 13.25, 69.84, 167.18, 2123.7, 339.6, 50.32999999999993, 1282.47, 1292.48, 1309.15, 1332.8, 5.84, 14.5, 68.53, 164.5, 2201.5, 31.86, 29.65, 73.24, 1852.0, -0.781, 353.4, 15.0, 11.0, 84.42, -0.0, 3.2, -0.03, 16.2, NaN, -1.0, 0.56, NaN, 0.13448923741366461, 87.0, 61.51, 356.4, 8602.739743422788, NaN, NaN, 28.8, 15.0, -632.4, -450.0, -500.0, -15.4, 14.91
0.0, 181.0, 1030.9, 932.8, 1020.5, -79.0, 1.5, 2.8810190274206895, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 333.34, 53.37999999999988, 1326.93, 1348.82, 1380.31, 1357.95, 4.62, 13.29, 69.88, 167.09, 2122.6, 339.57, 55.37999999999988, 1283.18, 1295.12, 1313.29, 1338.56, 5.72, 14.51, 68.54, 164.35, 2197.5, 32.29, 29.59, 72.49, 1852.0, -0.76, 354.6, 15.0, 12.0, 84.2, 0.01, 3.2, 0.07, 16.2, NaN, -0.75, -0.15, NaN, 0.1920679351613793, 86.0, 61.879999999999995, 356.4, 8580.320852833436, NaN, NaN, 28.8, 15.0, -545.09, -540.0000000000034, -519.7, -15.4, 14.75
0.0, 174.0, 1019.9, 926.0, 1013.7, -80.29999999999995, 1.3, 2.603611772605304, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 333.36, 53.669999999999845, 1332.7, 1355.8, 1386.37, 1359.89, 4.33, 13.3, 69.76, 167.02, 2121.0, 339.52, 57.63000000000011, 1283.53, 1293.97, 1314.24, 1341.16, 5.52, 14.53, 68.46, 164.27, 2194.8, 32.12, 29.6, 71.83, 1852.0, -0.741, 354.6, 15.5, 11.0, 84.14, 0.02, 3.2, -0.06, 16.2, NaN, -1.03, 0.29, NaN, 0.17357411817368693, 86.0, 61.72, 356.5, 8574.206609945431, NaN, NaN, 28.8, 15.0, -576.65, -540.0000000000034, -444.9, -15.3, 14.6
0.0, 167.0, 1012.9, 919.0, 1006.7, -83.39999999999986, 1.3, 1.6515704806950033, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 333.28, 59.02999999999997, 1334.0, 1359.73, 1393.03, 1362.78, 4.36, 13.31, 69.72, 166.95, 2114.0, 339.44, 58.66000000000008, 1283.52, 1293.94, 1314.25, 1342.18, 5.45, 14.55, 68.57, 164.16, 2187.7, 31.96, 29.66, 71.24, 1852.0, -0.721, 353.5, 15.0, 11.0, 83.88, -0.02, 3.2, -0.06, 16.2, NaN, -0.98, -0.31, NaN, 0.11010469871300023, 86.0, 61.620000000000005, 356.6, 8547.711557430745, NaN, NaN, 28.8, 15.0, -531.91, -390.0, -397.6, -15.2, 14.47
0.0, 161.0, 1006.9, 912.9, 1000.6, -83.80000000000007, 1.6, 2.013238195831152, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 333.27, 54.29000000000019, 1338.09, 1362.98, 1392.38, 1362.05, 4.26, 13.35, 69.69, 166.89, 2116.4, 339.42, 57.940000000000055, 1284.45, 1292.08, 1313.5, 1342.39, 5.47, 14.55, 68.42, 164.06, 2188.7, 32.27, 29.46, 70.58, 1852.0, -0.702, 355.1, 14.5, 11.0, 83.51, -0.0, 3.2, -0.04, 16.2, NaN, -0.63, 1.48, NaN, 0.1342158797220768, 86.0, 61.730000000000004, 356.6, 8510.00705962138, NaN, NaN, 28.8, 14.0, -470.53, -390.0, -393.7, -15.1, 14.35
0.0, 154.0, 999.9, 905.7, 993.4, -82.00000000000011, 1.7, 2.316168609730325, 29.67, 118.4, 124.575, 76.3, 0.9875296780349259, 333.3, 50.22000000000003, 1340.35, 1363.93, 1390.57, 1361.65, 4.39, 13.37, 69.37, 166.92, 2100.0, 339.33, 57.11999999999989, 1285.65, 1292.76, 1314.39, 1342.77, 5.54, 14.59, 68.38, 163.95, 2166.6, 31.95, 29.47, 70.04, 1852.0, -0.683, 355.4, 15.0, 11.0, 83.06, 0.01, 3.2, -0.08, 16.2, NaN, -1.16, -0.38, NaN, 0.15441124064868833, 85.0, 61.42, 356.9, 8464.150237961345, NaN, NaN, 28.8, 15.0, -422.76, -510.0, -425.2, -15.0, 14.25
0.0, 146.0, 989.9, 897.8, 985.6, -79.69999999999993, 1.4, 3.768736178842552, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.24, 52.02999999999997, 1341.49, 1362.48, 1393.52, 1360.88, 4.3, 13.47, 69.18, 166.89, 2091.8, 339.28, 55.539999999999964, 1285.99, 1292.55, 1314.76, 1341.53, 5.5, 14.64, 68.21, 163.87, 2163.3, 31.77, 29.76, 69.45, 1852.0, -0.664, 354.2, 15.0, 11.0, 82.29, -0.01, 3.2, 0.02, 16.5, NaN, 0.26, 1.44, NaN, 0.25124907858950346, 84.0, 61.53, 357.2, 8390.032414745878, NaN, NaN, 28.8, 15.0, -459.68, -510.0, -468.5, -14.9, 14.15
0.0, 139.0, 982.9, 891.0, 978.7, -78.59999999999991, 1.1, 0.5240788873883795, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.25, 57.5, 1339.17, 1359.5, 1396.67, 1359.72, 4.18, 13.48, 69.25, 166.84, 2088.7, 339.19, 56.539999999999964, 1284.29, 1291.35, 1313.77, 1340.83, 5.28, 14.68, 68.08, 163.78, 2162.7, 31.83, 29.52, 68.93, 1852.0, -0.645, 354.0, 15.0, 12.0, 81.41, -0.0, 3.2, -0.12, 16.5, NaN, -1.77, -0.11, NaN, 0.03493859249255863, 83.0, 61.349999999999994, 357.4, 8300.310352223378, NaN, NaN, 28.8, 15.0, -487.2, -330.0, -417.3, -14.8, 14.07
0.0, 129.0, 978.9, 881.1, 968.8, -78.29999999999995, 1.4, 0.8617521333176863, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.26, 60.850000000000136, 1337.12, 1357.88, 1397.97, 1361.62, 4.39, 13.48, 69.19, 166.72, 2087.9, 339.13, 61.0, 1282.27, 1290.09, 1313.17, 1343.27, 5.5, 14.7, 67.95, 163.72, 2152.9, 31.96, 29.47, 68.56, 1852.0, -0.627, 353.6, 15.5, 11.0, 80.84, -0.02, 3.2, -0.05, 16.5, NaN, -2.71, -1.3, NaN, 0.057450142221179085, 83.0, 61.43, 357.3, 8242.194925362215, NaN, NaN, 28.8, 15.0, -422.51, -510.0, -559.1, -14.7, 13.99
0.0, 118.0, 965.9, 869.9, 957.6, -79.99999999999989, 1.6, 5.03651900325875, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.23, 59.960000000000036, 1336.8, 1356.77, 1396.76, 1362.1, 4.17, 13.52, 69.24, 166.68, 2090.5, 339.04, 59.90000000000009, 1280.78, 1287.38, 1310.79, 1340.68, 5.36, 14.76, 67.87, 163.76, 2163.2, 32.23, 29.34, 68.4, 1852.0, -0.608, 354.6, 15.5, 11.0, 80.88, 0.01, 3.2, 0.05, 16.5, NaN, -0.85, -0.4, NaN, 0.3357679335505834, 83.0, 61.56999999999999, 357.2, 8246.273200931419, NaN, NaN, 28.8, 15.0, -496.34, -840.0, -669.3, -14.7, 13.93
0.0, 109.0, 950.9, 860.4, 948.1, -81.30000000000007, 1.5, 5.596852459782129, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.27, 59.49000000000001, 1335.71, 1355.46, 1395.2, 1362.61, 3.99, 14.1, 69.63, 166.67, 2109.7, 339.03, 60.72000000000003, 1282.11, 1288.27, 1313.87, 1342.83, 5.09, 15.21, 68.33, 163.65, 2197.7, 32.01, 29.42, 68.13, 1852.0, -0.59, 353.7, 15.0, 11.0, 80.97, -0.01, 3.2, 0.11, 16.5, NaN, 0.98, -0.63, NaN, 0.3731234973188087, 83.0, 61.43, 357.1, 8255.449320962129, NaN, NaN, 28.8, 14.0, -659.93, -660.0, -535.4, -14.7, 13.88
0.0, 103.0, 943.9, 854.8, 942.6, -77.89999999999998, 1.4, 3.6529152443655577, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.27, 59.1400000000001, 1340.12, 1357.92, 1399.26, 1366.71, 4.21, 15.69, 71.4, 166.75, 2213.2, 338.91, 59.91000000000008, 1282.06, 1286.34, 1314.2, 1341.97, 5.23, 16.38, 69.66, 163.57, 2259.2, 31.79, 29.3, 67.61, 1852.0, -0.571, 353.7, 15.0, 11.0, 80.76, 0.02, 3.2, -0.01, 16.5, NaN, 1.13, -1.21, NaN, 0.24352768295770386, 83.0, 61.09, 356.7, 8234.038374223806, NaN, NaN, 28.8, 15.0, -637.95, -360.0, -346.5, -14.7, 13.85
0.0, 98.0, 938.9, 849.6, 937.3, -76.40000000000009, 1.3, 2.2582283503294085, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.26, 54.37999999999988, 1328.14, 1343.32, 1382.52, 1356.35, 4.84, 16.93, 72.72, 166.73, 2285.0, 338.87, 58.12000000000012, 1276.11, 1278.52, 1303.97, 1334.23, 5.76, 17.47, 70.4, 163.59, 2327.1, 31.37, 29.4, 67.24, 1852.0, -0.553, 353.2, 15.0, 11.0, 80.07, -0.02, 3.2, -0.02, 16.5, NaN, 0.35, 0.76, NaN, 0.15054855668862724, 82.0, 60.769999999999996, 356.7, 8163.688120655029, NaN, NaN, 28.8, 15.0, -532.87, -270.0, -315.0, -14.7, 13.84
0.0, 92.0, 934.9, 843.6, 931.3, -75.40000000000009, 1.3, 2.0278119318088907, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.23, 50.86000000000013, 1308.62, 1323.71, 1359.48, 1339.24, 5.43, 17.47, 73.58, 166.76, 2331.0, 338.85, 58.61000000000013, 1268.27, 1271.46, 1291.57, 1326.88, 6.28, 18.0, 71.14, 163.77, 2366.5, 31.29, 29.27, 67.26, 1852.0, -0.535, 352.4, 15.0, 12.0, 79.06, -0.01, 3.2, -0.06, 16.5, NaN, 0.31, 1.07, NaN, 0.1351874621205927, 81.0, 60.56, 356.8, 8060.711662532616, NaN, NaN, 28.8, 15.0, -398.41, -240.0, -342.5, -14.8, 13.82
0.0, 86.0, 930.9, 837.3, 925.0, -75.60000000000002, 1.7, 1.900974516341464, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.37, 50.929999999999836, 1290.43, 1312.95, 1341.36, 1326.46, 5.93, 17.4, 74.2, 166.8, 2349.2, 338.9, 58.429999999999836, 1262.13, 1267.36, 1283.82, 1320.56, 6.82, 18.06, 71.51, 163.93, 2383.6, 31.25, 29.01, 67.41, 1852.0, -0.516, 352.9, 15.5, 11.0, 78.64, 0.0, 3.2, 0.04, 16.5, NaN, -0.69, 0.46, NaN, 0.12673163442276428, 81.0, 60.260000000000005, 357.0, 8017.88976905597, NaN, NaN, 28.8, 15.0, -328.9, -360.0, -405.5, -14.9, 13.81
0.0, 77.0, 922.9, 829.2, 916.9, -76.5, 1.8, 1.114562691942408, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.47, 50.37999999999988, 1279.89, 1305.79, 1330.27, 1317.21, 6.18, 17.51, 74.06, 166.88, 2360.2, 338.95, 58.77999999999997, 1257.69, 1266.31, 1280.23, 1316.47, 7.11, 18.02, 71.59, 164.07, 2387.6, 31.15, 29.01, 67.82, 1852.0, -0.497, 352.4, 15.5, 11.0, 79.0, 0.02, 3.2, -0.11, 16.5, NaN, -2.11, 0.16, NaN, 0.0743041794628272, 81.0, 60.16, 357.1, 8054.59424917881, NaN, NaN, 28.8, 15.0, -357.67, -450.0, -440.9, -15.1, 13.8
0.0, 69.0, 915.9, 821.2, 908.9, -76.70000000000005, 1.3, 1.7934544452879433, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.61, 50.580000000000155, 1273.37, 1301.49, 1323.95, 1313.3, 6.51, 17.53, 74.27, 167.0, 2362.7, 339.07, 57.850000000000136, 1255.05, 1263.49, 1278.66, 1312.9, 7.34, 17.82, 71.96, 164.26, 2395.1, 31.16, 28.97, 68.42, 1852.0, -0.479, 351.0, 15.0, 11.0, 79.52, -0.03, 3.2, 0.09, 16.5, NaN, -1.41, -2.42, NaN, 0.11956362968586288, 81.0, 60.129999999999995, 356.9, 8107.611831578467, NaN, NaN, 28.8, 14.0, -370.08, -450.0, -523.6, -15.4, 13.8
0.0, 61.0, 907.9, 813.0, 900.7, -78.0, 1.2, 1.4457139304198283, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.78, 52.75, 1269.0, 1297.18, 1321.75, 1309.25, 6.64, 17.23, 74.43, 167.04, 2357.5, 339.2, 56.950000000000045, 1252.24, 1260.61, 1276.4, 1309.19, 7.55, 17.62, 71.91, 164.37, 2387.4, 31.39, 28.68, 69.18, 1852.0, -0.46, 352.9, 15.0, 11.0, 80.13, 0.0, 3.2, -0.06, 16.5, NaN, -2.37, -1.68, NaN, 0.09638092869465523, 82.0, 60.07, 356.2, 8169.805534008835, NaN, NaN, 28.8, 15.0, -447.48, -540.0, -488.2, -15.7, 13.81
0.0, 53.0, 897.9, 804.3, 892.0, -76.79999999999995, 1.6, 2.1701649395073535, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 333.99, 53.50999999999999, 1266.98, 1294.4, 1320.49, 1308.01, 6.85, 17.3, 74.08, 167.03, 2353.0, 339.36, 57.87000000000012, 1248.84, 1259.55, 1276.16, 1306.71, 7.78, 17.64, 71.71, 164.44, 2386.4, 31.06, 28.99, 69.88, 1852.0, -0.441, 355.2, 15.0, 11.0, 80.63, 0.02, 3.2, 0.03, 16.5, NaN, -1.2, 2.11, NaN, 0.14467766263382356, 83.0, 60.05, 356.1, 8220.783978623891, NaN, NaN, 28.8, 15.0, -483.15, -480.0, -515.7, -16.1, 13.83
0.0, 48.0, 891.9, 796.9, 884.6, -73.0, 1.8, 2.5624874271661775, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 334.23, 51.409999999999854, 1266.42, 1291.14, 1317.83, 1307.31, 6.99, 17.11, 74.02, 167.11, 2339.6, 339.58, 54.92000000000007, 1250.36, 1259.74, 1277.6, 1305.28, 7.8, 17.72, 71.87, 164.51, 2385.2, 30.46, 29.26, 70.43, 1852.0, -0.422, 355.1, 15.0, 12.0, 80.49, 0.02, 3.2, 0.1, 16.5, NaN, -0.18, 2.89, NaN, 0.17083249514441184, 82.0, 59.72, 356.9, 8206.510014131674, NaN, NaN, 28.8, 15.0, -480.42, -390.0, -452.8, -16.5, 13.85
0.0, 41.0, 884.9, 790.2, 877.9, -70.20000000000005, 1.5, 3.3304430462045462, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 334.45, 49.440000000000055, 1266.04, 1291.22, 1315.48, 1307.27, 6.97, 17.01, 73.96, 167.19, 2342.6, 339.76, 52.51999999999998, 1250.5, 1261.39, 1279.38, 1303.02, 7.79, 17.72, 71.85, 164.47, 2383.9, 30.64, 29.49, 70.64, 1852.0, -0.402, 352.5, 15.5, 11.0, 80.55, -0.04, 3.2, 0.15, 16.5, NaN, 0.59, -0.63, NaN, 0.22202953641363637, 82.0, 60.129999999999995, 357.7, 8212.627427485482, NaN, NaN, 28.8, 15.0, -445.69, -390.0, -385.8, -16.8, 13.86
0.0, 38.0, 878.9, 787.1, 874.8, -67.80000000000007, 1.3, 1.8356227531134497, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 334.73, 49.27999999999997, 1266.4, 1294.22, 1315.68, 1307.99, 6.81, 16.56, 73.96, 167.18, 2329.0, 340.01, 52.00999999999999, 1251.01, 1262.59, 1279.93, 1303.02, 7.66, 17.52, 71.55, 164.53, 2379.5, 31.1, 29.15, 70.56, 1852.0, -0.383, 352.4, 15.5, 11.0, 81.05, 0.0, 3.2, -0.12, 16.5, NaN, 0.16, -2.01, NaN, 0.12237485020756331, 83.0, 60.25, 357.4, 8263.60587210054, NaN, NaN, 28.8, 15.0, -424.74, -240.0, -228.3, -17.0, 13.85
0.0, 32.0, 876.9, 780.4, 868.1, -69.19999999999993, 1.3, 0.9769275184334538, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 334.96, 50.100000000000136, 1268.53, 1297.28, 1318.63, 1310.54, 7.21, 16.38, 73.38, 167.24, 2295.4, 340.25, 51.73000000000002, 1253.71, 1263.64, 1281.96, 1305.44, 8.1, 17.48, 71.29, 164.58, 2357.9, 31.39, 29.09, 70.43, 1852.0, -0.364, 352.8, 15.0, 11.0, 81.6, -0.01, 3.2, -0.08, 16.5, NaN, -1.52, -0.53, NaN, 0.06512850122889692, 84.0, 60.480000000000004, 357.0, 8319.6821611771, NaN, NaN, 28.8, 14.0, -311.24, -360.0, -330.7, -17.4, 13.84
0.0, 24.0, 866.9, 772.3, 860.0, -71.29999999999995, 1.5, 4.404383743344228, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 335.22, 48.070000000000164, 1268.1, 1294.98, 1316.17, 1309.11, 7.08, 16.25, 72.96, 167.24, 2275.8, 340.44, 52.539999999999964, 1252.69, 1262.06, 1281.74, 1305.23, 7.99, 17.34, 71.19, 164.65, 2348.4, 31.02, 28.99, 70.58, 1852.0, -0.345, 353.3, 15.0, 11.0, 81.21, 0.01, 3.2, 0.16, 16.5, NaN, 0.43, 1.57, NaN, 0.2936255828896152, 83.0, 60.01, 357.1, 8279.918974377355, NaN, NaN, 28.8, 15.0, -361.84, -570.0, -464.6, -17.8, 13.83
0.0, 18.0, 857.9, 766.7, 854.4, -70.60000000000002, 1.7, 3.530741879852561, 29.67, 118.4, 124.575, 76.3, 0.9865063312183094, 335.45, 48.23000000000002, 1268.76, 1293.88, 1316.99, 1309.93, 6.72, 15.67, 72.52, 167.2, 2231.9, 340.64, 54.200000000000045, 1251.01, 1260.39, 1281.7, 1305.21, 7.73, 16.9, 70.77, 164.6, 2304.4, 31.09, 29.13, 70.93, 1852.0, -0.325, 352.2, 15.0, 12.0, 80.19, -0.03, 3.2, -0.03, 16.5, NaN, -0.07, -0.07, NaN, 0.23538279199017073, 82.0, 60.22, 357.3, 8175.922947362641, NaN, NaN, 28.8, 15.0, -477.74, -510.0, -346.5, -18.2, 13.82
