#AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 OilP, E1 OilT, E1 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, Pitch, Roll, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd, number_events = 0
AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 OilP, E1 OilT, E1 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, Pitch, Roll, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd
3052.0, 4564.7, 4487.7, 4567.9, -23.5, 2.6, 0.896479647566172, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 63.41000000000008, 1502.34, 1545.92, 1555.73, 1492.32, 9.61, 78.01, 188.78, 2612.6, 17.98, 13.73, 117.19, 1852.0, 0.352, 274.2, 13.0, 10.0, 119.4, -0.0, 4.2, -0.01, 11.2, 0.47, -0.37, 0.0597653098377448, 129.0, 31.71, 271.7, 11995.180893926965, 28.0, 12.0, -96.37, -90.0, -102.4, -57.0, 12.69
3051.0, 4562.7, 4486.0, 4566.2, -21.900000000000546, 2.6, 0.8564082210844817, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 61.039999999999964, 1502.8, 1545.48, 1552.48, 1491.44, 9.57, 77.96, 188.77, 2614.9, 18.12, 13.75, 117.17, 1852.0, 0.353, 274.3, 13.0, 10.0, 119.42, -0.0, 4.2, -0.01, 11.2, 0.43, -0.54, 0.05709388140563212, 129.0, 31.87, 271.7, 11997.190136957774, 28.0, 12.0, -96.01, -90.0, -106.3, -57.0, 12.7
3045.0, 4561.7, 4484.3, 4564.5, -20.0, 2.5, 0.846122754248793, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 56.92000000000007, 1502.86, 1544.44, 1551.14, 1494.22, 9.58, 78.03, 188.73, 2612.4, 18.03, 13.72, 117.16, 1852.0, 0.354, 274.2, 13.0, 10.0, 119.5, -0.01, 4.2, -0.03, 11.2, 0.42, -0.63, 0.0564081836165862, 129.0, 31.75, 271.6, 12005.227109081006, 28.0, 12.0, -96.0, -90.0, -110.2, -57.1, 12.71
3047.0, 4559.7, 4482.6, 4562.8, -17.199999999999818, 2.5, 0.987740145590221, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 56.87000000000012, 1503.25, 1543.6, 1552.7, 1495.83, 9.59, 78.16, 188.77, 2614.0, 17.92, 13.73, 117.16, 1852.0, 0.356, 274.2, 13.0, 11.0, 119.59, -0.0, 4.2, -0.01, 11.2, 0.42, -0.68, 0.06584934303934807, 129.0, 31.650000000000002, 271.5, 12014.268702719644, 28.0, 12.0, -93.57, -120.0, -110.2, -57.1, 12.72
3051.0, 4557.7, 4480.8, 4561.0, -15.899999999999636, 2.6, 0.6757308608784511, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 58.6400000000001, 1502.63, 1542.85, 1554.0, 1495.36, 9.6, 78.24, 188.82, 2613.0, 17.91, 13.69, 117.17, 1852.0, 0.357, 274.0, 13.0, 11.0, 119.61, 0.0, 4.2, -0.02, 11.2, 0.25, -0.35, 0.04504872405856341, 129.0, 31.6, 271.5, 12016.277945750453, 28.0, 12.0, -107.91, -90.0, -114.2, -57.1, 12.73
3048.0, 4556.7, 4477.3, 4557.5, -17.600000000000364, 2.6, 0.6475503073494566, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 59.27000000000021, 1502.02, 1543.36, 1553.64, 1494.37, 9.62, 78.14, 188.87, 2614.3, 17.99, 13.76, 117.19, 1852.0, 0.359, 274.0, 13.5, 11.0, 119.63, 0.01, 4.2, -0.02, 11.2, 0.08, 0.73, 0.043170020489963774, 129.0, 31.75, 271.4, 12018.287188781262, 28.0, 12.0, -98.93, -120.0, -145.7, -57.1, 12.74
3044.0, 4553.7, 4473.4, 4553.6, -19.699999999999818, 2.6, 1.1424997906443957, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 61.75999999999999, 1502.7, 1542.96, 1556.22, 1494.46, 9.61, 77.82, 188.79, 2613.3, 18.12, 13.68, 117.25, 1852.0, 0.36, 274.3, 13.5, 10.0, 119.72, -0.0, 4.2, 0.03, 11.2, 0.15, 1.69, 0.07616665270962637, 129.0, 31.8, 271.6, 12027.328782419901, 28.0, 12.0, -108.18, -210.0, -189.0, -57.2, 12.76
3035.0, 4549.7, 4470.0, 4550.2, -21.199999999999818, 2.8, 0.9187334488503169, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 62.87999999999988, 1502.56, 1542.85, 1556.83, 1493.95, 9.62, 77.78, 188.76, 2615.3, 17.99, 13.64, 117.31, 1852.0, 0.361, 274.5, 13.0, 10.0, 119.75, -0.01, 4.2, 0.0, 11.2, 0.21, 1.66, 0.061248896590021126, 129.0, 31.63, 271.7, 12030.342646966114, 28.0, 12.0, -167.45, -150.0, -181.1, -57.2, 12.77
3028.0, 4548.7, 4467.2, 4547.4, -22.200000000000728, 2.6, 1.0187926412341006, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 61.559999999999945, 1503.33, 1543.64, 1555.87, 1494.31, 9.61, 78.05, 188.77, 2615.2, 17.95, 13.68, 117.37, 1852.0, 0.362, 274.9, 13.0, 10.0, 119.74, 0.0, 4.2, 0.04, 11.2, 0.31, 1.69, 0.0679195094156067, 129.0, 31.63, 272.1, 12029.338025450708, 28.0, 12.0, -162.67, -150.0, -165.4, -57.2, 12.79
3023.0, 4544.7, 4464.9, 4545.2, -23.600000000000364, 2.6, 1.1701346941599995, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 61.419999999999845, 1503.86, 1546.06, 1555.82, 1494.4, 9.68, 78.24, 188.86, 2614.8, 17.93, 13.65, 117.39, 1852.0, 0.363, 275.2, 13.0, 11.0, 119.8, -0.0, 4.2, 0.0, 11.2, 0.32, 1.2, 0.07800897961066663, 129.0, 31.58, 272.4, 12035.365754543134, 28.0, 12.0, -168.72, -180.0, -133.9, -57.2, 12.81
3024.0, 4542.7, 4462.9, 4543.1, -24.799999999999272, 2.5, 0.7853752191724668, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 61.75, 1502.55, 1544.75, 1556.32, 1494.57, 9.66, 78.09, 188.94, 2611.7, 18.04, 13.66, 117.43, 1852.0, 0.363, 275.3, 13.5, 11.0, 119.71, -0.0, 4.2, 0.01, 11.2, 0.36, 1.56, 0.052358347944831116, 129.0, 31.7, 272.5, 12026.324160904494, 28.0, 12.0, -170.66, -90.0, -118.1, -57.2, 12.83
3023.0, 4541.7, 4461.8, 4542.0, -24.199999999999818, 2.5, 0.813914070358069, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 63.289999999999964, 1502.22, 1543.64, 1558.61, 1495.32, 9.63, 77.99, 188.91, 2611.7, 18.09, 13.72, 117.41, 1852.0, 0.364, 275.6, 13.5, 11.0, 119.57, 0.0, 4.2, 0.03, 11.2, 0.53, 1.05, 0.05426093802387126, 129.0, 31.810000000000002, 272.9, 12012.259459688836, 28.0, 12.0, -153.88, -60.0, -118.1, -57.1, 12.84
3022.0, 4540.7, 4461.1, 4541.3, -23.199999999999818, 2.6, 1.0854818492788327, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 65.98000000000002, 1503.99, 1544.83, 1561.32, 1495.34, 9.63, 78.33, 188.93, 2615.0, 18.02, 13.61, 117.35, 1852.0, 0.364, 275.9, 13.5, 10.0, 119.68, 0.01, 4.2, 0.0, 11.2, 0.66, 0.43, 0.07236545661858886, 129.0, 31.63, 273.1, 12023.310296358284, 28.0, 12.0, -112.83, -90.0, -86.6, -57.1, 12.86
3022.0, 4538.7, 4460.8, 4541.0, -21.800000000000182, 2.6, 1.2565084622065001, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 67.90000000000009, 1505.13, 1544.27, 1562.26, 1494.36, 9.61, 78.1, 188.86, 2613.6, 17.89, 13.69, 117.25, 1852.0, 0.365, 275.7, 13.0, 10.0, 119.85, -0.02, 4.2, -0.02, 11.2, 0.69, -0.57, 0.08376723081376668, 129.0, 31.58, 273.1, 12040.388862120155, 28.0, 12.0, -94.37, -120.0, -55.1, -57.0, 12.88
3021.0, 4536.7, 4460.5, 4540.7, -20.300000000000182, 2.6, 1.3648783178546129, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 67.78999999999996, 1505.31, 1543.65, 1562.18, 1494.39, 9.63, 77.78, 188.84, 2613.1, 17.94, 13.71, 117.16, 1852.0, 0.365, 275.7, 13.0, 10.0, 119.85, 0.0, 4.2, 0.03, 11.2, 0.94, -0.34, 0.0909918878569742, 129.0, 31.650000000000002, 273.1, 12040.388862120155, 28.0, 12.0, -108.52, -90.0, -31.5, -56.9, 12.9
3025.0, 4535.7, 4460.7, 4540.9, -16.600000000000364, 2.6, 1.1817905818902446, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 67.25, 1504.04, 1542.86, 1561.94, 1494.69, 9.64, 77.85, 188.79, 2610.4, 17.95, 13.67, 117.02, 1852.0, 0.366, 275.7, 13.0, 11.0, 119.71, 0.02, 4.2, 0.03, 11.2, 1.04, -1.26, 0.07878603879268296, 129.0, 31.619999999999997, 273.1, 12026.324160904494, 28.0, 12.0, -96.18, -30.0, -3.9, -56.8, 12.92
3032.0, 4535.7, 4461.3, 4541.5, -12.100000000000364, 2.6, 0.87, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 67.59999999999991, 1504.12, 1544.38, 1561.31, 1493.71, 9.64, 78.15, 188.87, 2608.7, 17.94, 13.7, 116.86, 1852.0, 0.366, 275.4, 13.5, 11.0, 119.5, 0.0, 4.2, -0.04, 11.2, 0.87, -1.31, 0.05800000000000001, 129.0, 31.64, 273.0, 12005.227109081006, 28.0, 12.0, -71.26, 0.0, 23.6, -56.8, 12.93
3031.0, 4535.7, 4460.7, 4540.9, -9.300000000000182, 2.6, 0.93, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 65.48000000000002, 1502.29, 1545.69, 1558.65, 1493.17, 9.65, 77.82, 188.86, 2611.2, 17.99, 13.76, 116.75, 1852.0, 0.366, 275.3, 13.5, 11.0, 119.29, -0.0, 4.2, 0.0, 11.2, 0.93, -1.75, 0.06200000000000001, 129.0, 31.75, 272.8, 11984.130057257516, 28.0, 12.0, -38.31, 0.0, 11.8, -56.7, 12.95
3037.0, 4535.7, 4459.8, 4540.0, -7.399999999999636, 2.7, 1.1523972374719, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 63.01999999999998, 1500.82, 1545.19, 1556.2, 1493.18, 9.62, 78.13, 188.87, 2611.2, 17.93, 13.64, 116.61, 1852.0, 0.367, 275.0, 13.5, 10.0, 119.2, 0.01, 4.2, 0.02, 11.2, 1.01, -1.7, 0.07682648249812667, 128.0, 31.57, 272.3, 11975.088463618878, 28.0, 12.0, -15.52, -30.0, 7.9, -56.6, 12.96
3041.0, 4534.7, 4459.9, 4540.1, -5.099999999999454, 2.8, 1.1424928704678372, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 63.200000000000045, 1500.49, 1546.82, 1555.68, 1492.48, 9.62, 77.8, 188.8, 2605.6, 17.9, 13.74, 116.48, 1852.0, 0.368, 274.6, 13.0, 10.0, 119.12, -0.01, 4.2, -0.01, 11.2, 1.0, -0.92, 0.07616619136452248, 128.0, 31.64, 272.1, 11967.051491495646, 28.0, 12.0, -29.42, -30.0, 19.7, -56.6, 12.97
3044.0, 4534.7, 4460.1, 4540.3, -2.800000000000182, 2.8, 0.97, 30.0, 122.8, 124.575, 274.2, 1.0160804133565653, 63.00999999999999, 1501.11, 1548.04, 1556.08, 1493.07, 9.6, 77.93, 188.86, 2605.8, 18.08, 13.73, 116.36, 1852.0, 0.369, 274.7, 13.0, 10.0, 118.95, 0.01, 4.2, -0.01, 11.2, 0.97, -0.37, 0.06466666666666666, 128.0, 31.81, 272.1, 11949.972925733771, 28.0, 12.0, -31.91, 0.0, 15.7, -56.6, 12.97
3041.0, 4534.7, 4460.1, 4540.3, -1.699999999999818, 2.6, 1.222972968735117, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 63.590000000000146, 1501.1, 1546.64, 1556.16, 1492.57, 9.61, 77.8, 188.84, 2605.1, 18.08, 13.64, 116.22, 1852.0, 0.37, 274.5, 13.0, 11.0, 118.72, 0.0, 4.2, 0.01, 11.5, 1.08, -0.58, 0.08153153124900779, 128.0, 31.72, 271.8, 11933.159938835242, 28.0, 12.0, -32.0, -30.0, 11.8, -56.5, 12.98
3038.0, 4533.7, 4460.3, 4540.5, -0.8000000000001819, 2.6, 1.3865986326078485, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 60.63000000000011, 1502.61, 1543.58, 1554.7, 1494.07, 9.59, 78.07, 188.9, 2602.9, 18.09, 13.73, 116.11, 1852.0, 0.371, 274.4, 13.5, 11.0, 118.45, 0.0, 4.2, 0.03, 11.5, 1.1, -1.24, 0.09243990884052324, 128.0, 31.82, 272.0, 11906.02084530858, 28.0, 12.0, -30.15, -60.0, 15.7, -56.5, 12.98
3033.0, 4532.7, 4461.8, 4542.0, 1.0, 2.6, 1.5036141044637632, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 60.190000000000055, 1502.46, 1541.86, 1555.3, 1495.11, 9.58, 78.04, 188.89, 2600.3, 18.01, 13.73, 115.97, 1852.0, 0.372, 274.3, 13.5, 11.0, 118.19, -0.0, 4.2, 0.04, 11.5, 1.36, -0.67, 0.10024094029758421, 127.0, 31.740000000000002, 271.6, 11879.886903394014, 28.0, 12.0, -48.59, -30.0, 43.3, -56.5, 12.97
3035.0, 4532.7, 4464.6, 4544.8, 4.100000000000364, 2.6, 0.8843168109344999, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 63.61999999999989, 1501.46, 1541.41, 1558.04, 1494.42, 9.54, 77.75, 188.8, 2598.1, 18.1, 13.69, 115.81, 1852.0, 0.373, 274.3, 13.5, 10.0, 117.94, -0.01, 4.2, 0.0, 11.5, 1.46, -0.35, 0.058954454062299995, 127.0, 31.79, 271.7, 11854.758113091548, 28.0, 12.0, -45.55, 120.0, 86.6, -56.5, 12.96
3041.0, 4536.7, 4466.3, 4546.5, 5.600000000000364, 2.4, 0.5894115850544618, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 67.24000000000001, 1501.84, 1541.64, 1560.2, 1492.96, 9.55, 77.84, 188.82, 2599.3, 18.18, 13.74, 115.6, 1852.0, 0.374, 274.2, 13.0, 10.0, 117.78, 0.01, 4.2, -0.01, 11.5, 1.31, -0.65, 0.03929410567029745, 127.0, 31.92, 271.6, 11838.675687297971, 28.0, 12.0, 33.27, 150.0, 94.5, -56.5, 12.95
3042.0, 4537.7, 4467.8, 4547.8, 6.300000000000182, 2.6, 1.18, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 65.44000000000005, 1502.83, 1539.28, 1558.16, 1492.72, 9.6, 78.09, 188.88, 2597.5, 18.19, 13.73, 115.43, 1852.0, 0.376, 274.0, 13.0, 10.0, 117.76, -0.0, 4.3, 0.0, 11.5, 1.18, -0.62, 0.07866666666666666, 127.0, 31.92, 271.4, 11836.665384073773, 28.0, 12.0, 71.37, 0.0, 78.7, -56.5, 12.93
3043.0, 4536.7, 4468.5, 4548.5, 7.600000000000364, 2.6, 1.7828970855837762, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 64.90999999999985, 1504.34, 1538.89, 1557.55, 1492.64, 9.57, 77.74, 188.91, 2592.8, 18.09, 13.72, 115.29, 1852.0, 0.377, 274.0, 13.0, 11.0, 117.63, -0.0, 4.3, 0.03, 11.5, 1.35, -0.66, 0.11885980570558509, 127.0, 31.810000000000002, 271.3, 11823.59841311649, 28.0, 12.0, 56.41, -90.0, 47.2, -56.5, 12.91
3044.0, 4534.7, 4469.4, 4549.4, 9.399999999999636, 2.6, 1.310591553095896, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 65.32999999999993, 1504.7, 1538.64, 1557.98, 1492.65, 9.53, 77.9, 188.88, 2589.0, 18.18, 13.69, 115.15, 1852.0, 0.379, 273.9, 13.5, 11.0, 117.3, -0.01, 4.3, 0.05, 11.5, 1.6, 2.1, 0.08737277020639307, 126.0, 31.869999999999997, 271.2, 11790.428409917233, 28.0, 12.0, -20.3, 60.0, 47.2, -56.5, 12.89
3045.0, 4538.7, 4470.3, 4550.3, 10.199999999999818, 2.7, 0.544250670141617, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 62.440000000000055, 1504.01, 1540.31, 1556.14, 1493.7, 9.54, 78.08, 188.83, 2592.0, 18.36, 13.71, 114.96, 1852.0, 0.38, 274.9, 13.5, 11.0, 116.98, 0.0, 4.3, 0.01, 11.5, 1.56, 1.57, 0.03628337800944113, 126.0, 32.07, 271.3, 11758.263558330078, 28.0, 12.0, 14.49, 210.0, 82.7, -56.5, 12.87
3046.0, 4541.7, 4471.0, 4551.0, 10.699999999999818, 2.6, 1.0496915064164904, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 60.3900000000001, 1502.75, 1539.28, 1555.7, 1495.31, 9.52, 77.98, 188.8, 2592.3, 18.32, 13.56, 114.73, 1852.0, 0.381, 274.9, 13.5, 10.0, 117.0, 0.0, 4.3, 0.02, 11.5, 1.63, 1.16, 0.06997943376109936, 126.0, 31.880000000000003, 271.9, 11760.273861554273, 28.0, 12.0, 87.66, 120.0, 98.4, -56.4, 12.85
3043.0, 4542.7, 4472.9, 4552.9, 12.599999999999454, 2.6, 0.5445979118785098, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 58.3599999999999, 1502.11, 1537.83, 1553.35, 1494.99, 9.51, 77.68, 188.79, 2593.0, 18.22, 13.86, 114.49, 1852.0, 0.382, 275.2, 13.0, 10.0, 117.02, 0.02, 4.3, -0.0, 11.5, 1.56, -0.19, 0.03630652745856732, 126.0, 32.08, 271.9, 11762.284164778472, 28.0, 12.0, 110.2, 210.0, 110.2, -56.4, 12.84
3045.0, 4548.7, 4474.4, 4554.4, 13.899999999999636, 2.5, 0.2792242475655886, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 58.11999999999989, 1501.8, 1538.88, 1552.85, 1494.73, 9.52, 77.72, 188.78, 2587.8, 18.1, 13.61, 114.32, 1852.0, 0.383, 275.0, 13.0, 10.0, 116.99, 0.0, 4.3, 0.0, 11.5, 1.44, -0.02, 0.018614949837705907, 126.0, 31.71, 272.2, 11759.268709942176, 28.0, 12.0, 169.39, 240.0, 102.4, -56.3, 12.83
3046.0, 4550.7, 4475.5, 4555.6, 13.600000000000364, 2.5, 0.6495426661125238, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 60.190000000000055, 1500.16, 1538.93, 1554.52, 1494.33, 9.51, 77.81, 188.79, 2588.9, 18.33, 13.92, 114.16, 1852.0, 0.384, 274.9, 13.5, 11.0, 116.97, -0.01, 4.3, -0.02, 11.5, 1.23, -0.18, 0.04330284440750158, 126.0, 32.25, 271.8, 11757.258406717978, 28.0, 12.0, 191.25, 120.0, 82.7, -56.2, 12.83
3044.0, 4552.7, 4476.2, 4556.3, 11.5, 2.7, 0.8145858073732718, 30.0, 122.8, 124.575, 274.2, 1.0150089753108464, 61.3900000000001, 1500.66, 1539.32, 1555.76, 1494.37, 9.49, 77.83, 188.79, 2587.1, 18.44, 13.76, 114.08, 1852.0, 0.385, 275.2, 13.5, 11.0, 116.95, 0.0, 4.3, 0.01, 11.5, 1.25, 0.0, 0.054305720491551454, 126.0, 32.2, 271.9, 11755.248103493781, 28.0, 12.0, 160.8, 90.0, 47.2, -56.0, 12.84
3047.0, 4553.7, 4477.0, 4557.0, 10.5, 2.7, 1.08, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 60.419999999999845, 1502.26, 1541.2, 1554.82, 1494.4, 9.5, 77.86, 188.72, 2588.4, 18.16, 13.69, 114.01, 1852.0, 0.385, 275.0, 13.5, 11.0, 117.02, -0.01, 4.3, -0.03, 11.5, 1.08, -0.09, 0.07200000000000001, 126.0, 31.85, 271.9, 11762.284164778472, 28.0, 12.0, 120.56, 0.0, 27.6, -55.9, 12.85
3052.0, 4552.7, 4478.0, 4558.0, 10.199999999999818, 2.5, 1.6701101585434002, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 58.90000000000009, 1502.04, 1540.88, 1552.4, 1493.5, 9.47, 77.54, 188.65, 2586.8, 18.19, 13.85, 113.99, 1852.0, 0.386, 275.0, 13.5, 10.0, 117.04, -0.0, 4.3, 0.0, 11.5, 1.09, 0.08, 0.11134067723622668, 126.0, 32.04, 271.9, 11764.29446800267, 28.0, 12.0, 58.43, -120.0, 3.9, -55.8, 12.88
3055.0, 4549.7, 4478.0, 4558.0, 9.5, 2.5, 1.6557495343398414, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 59.62999999999988, 1502.52, 1540.07, 1553.51, 1493.88, 9.45, 77.8, 188.7, 2584.0, 18.35, 13.71, 113.97, 1852.0, 0.387, 275.0, 13.0, 10.0, 116.86, 0.01, 4.3, 0.0, 11.5, 1.22, -0.19, 0.11038330228932276, 126.0, 32.06, 271.9, 11746.201738984893, 28.0, 12.0, -43.39, -90.0, 0.0, -55.7, 12.9
3053.0, 4549.7, 4478.9, 4558.9, 9.5, 2.6, 1.3844275171988587, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 60.75, 1503.05, 1539.12, 1553.96, 1493.21, 9.46, 78.1, 188.76, 2585.6, 18.5, 13.69, 113.93, 1852.0, 0.388, 275.0, 13.5, 10.0, 116.6, -0.01, 4.3, 0.03, 11.5, 1.53, -0.12, 0.09229516781325725, 126.0, 32.19, 271.7, 11720.06779707033, 28.0, 12.0, -68.21, 30.0, 35.4, -55.6, 12.92
3058.0, 4550.7, 4480.3, 4560.3, 10.0, 2.7, 1.48, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 59.070000000000164, 1502.39, 1539.49, 1552.43, 1493.36, 9.44, 77.68, 188.79, 2585.4, 18.37, 13.79, 113.85, 1852.0, 0.389, 274.7, 13.5, 11.0, 116.42, -0.01, 4.3, 0.0, 11.5, 1.48, 1.08, 0.09866666666666667, 126.0, 32.16, 271.8, 11701.975068052552, 28.0, 12.0, -39.29, 0.0, 70.9, -55.5, 12.95
3062.0, 4549.7, 4481.4, 4561.4, 10.399999999999636, 2.6, 1.3080779659447503, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 58.66000000000008, 1501.94, 1538.46, 1552.68, 1494.02, 9.43, 77.77, 188.81, 2582.6, 18.33, 13.67, 113.71, 1852.0, 0.39, 274.9, 13.5, 11.0, 116.29, -0.01, 4.3, 0.01, 11.5, 1.6, 3.8, 0.08720519772965002, 125.0, 32.0, 271.9, 11688.908097095271, 28.0, 12.0, -20.92, 60.0, 66.9, -55.4, 12.97
3066.0, 4552.7, 4482.6, 4562.6, 9.700000000000728, 2.6, 0.9791727585803797, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 60.75999999999999, 1501.84, 1539.75, 1553.56, 1492.8, 9.41, 77.63, 188.81, 2580.5, 18.57, 13.61, 113.56, 1852.0, 0.391, 275.9, 13.5, 11.0, 116.13, 0.01, 4.3, 0.02, 11.5, 1.71, 3.46, 0.06527818390535864, 125.0, 32.18, 272.4, 11672.82567130169, 28.0, 12.0, 23.82, 150.0, 86.6, -55.2, 12.99
3067.0, 4554.7, 4483.1, 4563.1, 8.700000000000728, 2.6, 1.287499449224537, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 62.450000000000045, 1501.08, 1541.89, 1554.05, 1491.6, 9.43, 77.96, 188.79, 2580.3, 18.57, 13.71, 113.37, 1852.0, 0.391, 276.6, 13.5, 10.0, 116.06, 0.01, 4.3, -0.02, 11.5, 1.58, 1.24, 0.08583329661496913, 125.0, 32.28, 273.0, 11665.789610017002, 28.0, 12.0, 87.44, 60.0, 102.4, -55.1, 13.01
3068.0, 4554.7, 4484.5, 4564.5, 8.899999999999636, 2.6, 1.4136619390706324, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 62.700000000000045, 1500.82, 1541.46, 1553.48, 1490.78, 9.44, 77.66, 188.71, 2577.5, 18.4, 13.74, 113.21, 1852.0, 0.392, 276.4, 13.5, 10.0, 115.99, -0.0, 4.3, 0.0, 11.5, 1.56, 1.32, 0.09424412927137552, 125.0, 32.14, 273.2, 11658.75354873231, 28.0, 12.0, 85.7, 30.0, 82.7, -54.9, 13.04
3069.0, 4555.7, 4485.7, 4565.7, 9.399999999999636, 2.6, 1.3333585160794459, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 62.01999999999998, 1500.12, 1540.22, 1553.36, 1491.34, 9.42, 77.56, 188.7, 2577.7, 18.34, 13.77, 113.11, 1852.0, 0.392, 276.5, 13.0, 10.0, 115.75, 0.0, 4.3, -0.03, 11.5, 1.48, 0.31, 0.08889056773862974, 125.0, 32.11, 273.4, 11634.629910041942, 28.0, 12.0, 40.68, 30.0, 78.7, -54.7, 13.06
3070.0, 4555.7, 4486.8, 4566.8, 9.800000000000182, 2.6, 1.4830792708868097, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 62.48000000000002, 1498.45, 1539.23, 1554.09, 1491.61, 9.43, 77.54, 188.72, 2576.5, 18.36, 13.74, 113.02, 1852.0, 0.392, 276.7, 13.5, 10.0, 115.53, -0.0, 4.3, 0.01, 11.5, 1.63, 0.15, 0.098871951392454, 125.0, 32.1, 273.6, 11612.516574575771, 28.0, 12.0, 39.31, 30.0, 74.8, -54.6, 13.08
3072.0, 4556.7, 4488.4, 4568.4, 10.399999999999636, 2.5, 0.9414413402334795, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 62.590000000000146, 1498.29, 1537.17, 1553.46, 1490.87, 9.45, 77.72, 188.78, 2575.4, 18.4, 13.81, 112.92, 1852.0, 0.392, 276.4, 13.5, 11.0, 115.36, -0.01, 4.3, -0.03, 11.5, 1.53, -0.22, 0.0627627560155653, 124.0, 32.21, 273.5, 11595.428997170095, 28.0, 12.0, 28.56, 120.0, 98.4, -54.4, 13.1
3073.0, 4559.7, 4489.9, 4569.9, 11.899999999999636, 2.5, 0.8081247441716937, 30.0, 122.8, 124.575, 273.7, 1.0150089753108464, 62.75999999999999, 1499.79, 1538.59, 1552.83, 1490.07, 9.45, 77.61, 188.81, 2573.6, 18.51, 13.75, 112.86, 1852.0, 0.392, 276.4, 13.5, 11.0, 115.24, 0.01, 4.3, -0.03, 11.5, 1.25, -0.71, 0.053874982944779576, 124.0, 32.260000000000005, 273.4, 11583.36717782491, 28.0, 12.0, 67.0, 90.0, 74.8, -54.2, 13.11
