#AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 OilP, E1 OilT, E1 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, Pitch, Roll, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd, number_events = 0
AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 OilP, E1 OilT, E1 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, Pitch, Roll, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd
2933.0, 4444.7, 4371.2, 4452.7, 7.699999999999818, 2.6, 0.9945464150092234, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 61.539999999999964, 1500.05, 1538.2, 1554.37, 1492.83, 9.41, 78.03, 188.23, 2569.6, 18.58, 15.01, 107.57, 3704.0, 0.274, 282.7, 11.0, 10.0, 114.9, 0.0, 4.0, -0.01, 11.8, 1.29, -1.21, 0.06630309433394822, 124.0, 33.589999999999996, 280.5, 11555.279623553834, 28.0, 11.0, 95.04, 60.0, 74.8, -56.9, 16.43
2934.0, 4444.7, 4371.8, 4453.3, 6.400000000000546, 2.5, 1.3778421049428393, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 58.59999999999991, 1499.09, 1537.94, 1552.81, 1494.21, 9.41, 77.79, 188.17, 2571.1, 18.54, 14.95, 107.57, 1852.0, 0.276, 282.4, 11.5, 10.0, 114.81, 0.0, 4.0, -0.01, 11.8, 1.23, -1.4, 0.09185614032952262, 124.0, 33.489999999999995, 280.3, 11546.228490689433, 28.0, 12.0, 83.96, -30.0, 35.4, -57.0, 16.44
2935.0, 4443.7, 4372.5, 4454.0, 7.0, 2.3, 1.3220805918240535, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.55000000000018, 1498.84, 1535.85, 1551.17, 1494.62, 9.44, 78.07, 188.12, 2572.1, 18.48, 15.0, 107.61, 1852.0, 0.279, 282.0, 11.5, 10.0, 114.75, -0.02, 4.0, 0.0, 11.8, 1.47, -0.81, 0.08813870612160356, 124.0, 33.480000000000004, 280.2, 11540.194402113164, 28.0, 12.0, 20.49, 30.0, 35.4, -57.1, 16.45
2933.0, 4445.7, 4373.7, 4455.3, 7.199999999999818, 2.6, 1.3440054279631688, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 54.62999999999988, 1500.39, 1535.08, 1549.35, 1494.72, 9.45, 77.58, 188.1, 2570.7, 18.64, 14.93, 107.61, 1852.0, 0.281, 282.3, 11.5, 10.0, 114.69, 0.01, 4.0, 0.03, 11.8, 1.64, -1.52, 0.08960036186421125, 124.0, 33.57, 279.9, 11534.160313536895, 28.0, 12.0, 26.89, 60.0, 70.9, -57.3, 16.46
2928.0, 4445.7, 4374.9, 4456.4, 9.099999999999454, 2.7, 1.4941086258029295, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 55.50999999999999, 1501.23, 1536.3, 1550.36, 1494.85, 9.46, 77.83, 188.06, 2568.8, 18.52, 14.97, 107.53, 1852.0, 0.285, 281.7, 11.5, 10.0, 114.73, 0.0, 4.0, 0.02, 11.8, 1.79, -2.05, 0.09960724172019528, 124.0, 33.49, 279.7, 11538.183039254407, 28.0, 12.0, 31.8, 60.0, 102.4, -57.4, 16.47
2931.0, 4447.7, 4377.7, 4459.2, 12.300000000000182, 2.8, 1.4359669565426667, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.08999999999992, 1501.82, 1537.6, 1551.6, 1495.51, 9.42, 77.74, 188.03, 2568.8, 18.54, 15.07, 107.44, 1852.0, 0.288, 281.3, 11.0, 10.0, 114.68, 0.0, 4.0, 0.02, 11.8, 1.88, -2.87, 0.09573113043617779, 124.0, 33.61, 279.4, 11533.154632107518, 28.0, 11.0, 42.04, 90.0, 126.0, -57.6, 16.48
2938.0, 4448.7, 4379.3, 4460.8, 14.400000000000546, 2.7, 1.7536695372747255, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.73000000000002, 1502.52, 1537.13, 1551.64, 1494.91, 9.42, 77.76, 188.09, 2569.0, 18.6, 14.94, 107.34, 1852.0, 0.291, 280.9, 11.0, 10.0, 114.56, 0.0, 4.0, 0.01, 11.8, 2.05, -2.32, 0.1169113024849817, 123.0, 33.54, 278.9, 11521.08645495498, 28.0, 11.0, 59.92, 60.0, 145.7, -57.7, 16.48
2944.0, 4449.7, 4382.2, 4463.5, 16.0, 2.6, 1.5962946138034666, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 55.430000000000064, 1500.79, 1535.72, 1550.88, 1495.45, 9.43, 77.67, 188.06, 2567.4, 18.51, 15.03, 107.2, 1852.0, 0.295, 280.2, 11.0, 10.0, 114.36, -0.01, 4.0, 0.0, 11.8, 2.19, -1.75, 0.10641964092023111, 123.0, 33.54, 278.5, 11500.972826367419, 28.0, 11.0, 60.79, 120.0, 173.2, -57.9, 16.48
2947.0, 4452.7, 4385.4, 4466.7, 16.800000000000182, 2.6, 1.4275489164658013, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.169999999999845, 1499.22, 1537.17, 1551.34, 1495.17, 9.42, 78.02, 188.02, 2564.7, 18.67, 14.98, 107.01, 1852.0, 0.298, 280.2, 11.5, 10.0, 114.12, 0.0, 4.0, 0.02, 11.8, 2.32, -0.98, 0.09516992776438675, 123.0, 33.650000000000006, 278.1, 11476.836472062347, 28.0, 12.0, 90.85, 180.0, 196.9, -58.1, 16.48
2948.0, 4455.7, 4389.0, 4470.3, 19.600000000000364, 2.6, 1.4067805283823187, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.73000000000002, 1498.69, 1538.34, 1551.55, 1494.82, 9.4, 77.95, 188.0, 2563.3, 18.69, 14.91, 106.78, 1852.0, 0.302, 280.0, 11.5, 10.0, 113.9, 0.0, 4.0, 0.01, 11.8, 2.45, -0.52, 0.09378536855882125, 123.0, 33.6, 277.9, 11454.711480616028, 28.0, 12.0, 125.61, 210.0, 220.5, -58.3, 16.47
2950.0, 4459.7, 4393.7, 4475.0, 22.300000000000182, 2.6, 1.365312851206869, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 58.330000000000155, 1499.7, 1537.48, 1550.94, 1492.61, 9.37, 77.61, 188.02, 2560.2, 18.74, 14.96, 106.52, 1852.0, 0.306, 280.0, 11.0, 10.0, 113.74, 0.0, 4.0, -0.01, 11.8, 2.41, -0.33, 0.09102085674712461, 123.0, 33.7, 277.8, 11438.62057774598, 28.0, 12.0, 170.77, 210.0, 240.2, -58.5, 16.46
2956.0, 4462.7, 4397.1, 4478.4, 25.099999999999454, 2.5, 1.533472436834226, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 58.30000000000018, 1500.94, 1536.56, 1550.16, 1491.86, 9.36, 77.72, 187.99, 2559.5, 18.71, 14.93, 106.25, 1852.0, 0.311, 279.8, 11.0, 10.0, 113.54, -0.01, 4.0, 0.01, 11.8, 2.58, 0.08, 0.10223149578894838, 122.0, 33.64, 277.7, 11418.50694915842, 28.0, 11.0, 187.42, 210.0, 244.1, -58.8, 16.45
2964.0, 4466.7, 4402.0, 4483.3, 29.300000000000182, 2.6, 1.2419218686042057, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 58.86999999999989, 1501.78, 1536.34, 1550.29, 1491.42, 9.35, 77.68, 188.05, 2556.0, 18.75, 14.91, 105.98, 1852.0, 0.315, 280.0, 11.0, 10.0, 113.33, 0.0, 4.0, -0.0, 11.8, 2.59, 0.11, 0.08279479124028039, 122.0, 33.66, 277.6, 11397.38763914148, 28.0, 11.0, 196.55, 270.0, 252.0, -59.0, 16.44
2968.0, 4471.7, 4406.1, 4487.4, 32.099999999999454, 2.5, 0.5286173935524061, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 59.07999999999993, 1502.39, 1535.01, 1550.0, 1490.92, 9.37, 77.61, 188.09, 2556.8, 18.75, 14.87, 105.71, 1852.0, 0.32, 280.0, 11.5, 10.0, 113.09, -0.0, 4.0, -0.03, 11.8, 2.33, -0.43, 0.035241159570160406, 122.0, 33.62, 277.6, 11373.251284836408, 28.0, 11.0, 233.85, 360.0, 248.0, -59.2, 16.43
2968.0, 4478.7, 4409.0, 4490.3, 33.900000000000546, 2.5, 0.6968472937081729, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 58.62000000000012, 1501.66, 1532.49, 1550.2, 1491.58, 9.32, 77.63, 188.08, 2552.4, 18.74, 14.99, 105.55, 1852.0, 0.325, 279.8, 11.5, 10.0, 112.87, 0.0, 4.0, -0.03, 11.8, 1.9, -0.35, 0.04645648624721153, 122.0, 33.73, 277.6, 11351.126293390089, 28.0, 12.0, 292.72, 240.0, 177.2, -59.4, 16.42
2970.0, 4479.7, 4411.0, 4492.3, 33.100000000000364, 2.7, 1.8494700890423725, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 58.929999999999836, 1501.34, 1533.37, 1548.87, 1489.94, 9.34, 77.6, 188.23, 2549.8, 18.74, 15.0, 105.49, 1852.0, 0.33, 279.6, 11.5, 10.0, 112.76, -0.01, 4.0, -0.0, 11.8, 2.0, 0.58, 0.12329800593615817, 122.0, 33.739999999999995, 277.5, 11340.063797666931, 28.0, 12.0, 276.22, 30.0, 114.2, -59.6, 16.42
2974.0, 4479.7, 4412.2, 4493.5, 32.69999999999982, 2.6, 1.9592160182503913, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 59.73000000000002, 1500.65, 1533.3, 1549.66, 1489.93, 9.3, 77.48, 188.26, 2552.0, 18.85, 14.93, 105.43, 1852.0, 0.335, 279.8, 11.0, 10.0, 112.57, 0.0, 4.0, 0.01, 11.8, 2.11, 0.45, 0.13061440121669274, 121.0, 33.78, 277.5, 11320.955850508748, 28.0, 12.0, 123.43, 30.0, 118.1, -59.8, 16.41
2977.0, 4480.7, 4414.9, 4496.3, 32.80000000000018, 2.7, 1.2042939893654185, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.59999999999991, 1501.08, 1532.38, 1547.98, 1491.38, 9.28, 77.83, 188.32, 2550.0, 18.86, 14.91, 105.36, 1852.0, 0.341, 279.9, 11.0, 10.0, 112.45, -0.01, 4.0, 0.0, 11.8, 2.11, -0.15, 0.08028626595769457, 121.0, 33.769999999999996, 277.6, 11308.887673356212, 28.0, 11.0, 107.68, 180.0, 129.9, -60.0, 16.41
2976.0, 4485.7, 4416.7, 4498.1, 31.400000000000546, 2.6, 1.0225747277599408, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.44999999999982, 1500.5, 1533.44, 1548.08, 1491.63, 9.28, 77.65, 188.27, 2551.0, 18.81, 14.99, 105.3, 1852.0, 0.346, 279.8, 11.0, 10.0, 112.37, -0.02, 4.0, -0.0, 11.8, 2.08, -0.48, 0.06817164851732939, 121.0, 33.8, 277.5, 11300.842221921188, 28.0, 11.0, 125.61, 210.0, 133.9, -60.2, 16.4
2978.0, 4487.7, 4419.1, 4500.4, 30.099999999999454, 2.6, 1.7257800891378086, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 54.54000000000019, 1499.44, 1535.69, 1547.63, 1493.09, 9.29, 77.65, 188.3, 2545.9, 18.85, 15.0, 105.24, 1852.0, 0.352, 279.7, 11.0, 10.0, 112.37, -0.01, 4.0, 0.02, 11.8, 2.33, -0.41, 0.11505200594252057, 121.0, 33.85, 277.4, 11300.842221921188, 28.0, 11.0, 149.46, 120.0, 137.8, -60.3, 16.4
2984.0, 4489.7, 4422.0, 4503.3, 28.300000000000182, 2.6, 1.724380997715862, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 57.90000000000009, 1501.16, 1534.58, 1550.45, 1492.55, 9.32, 77.63, 188.3, 2545.6, 18.85, 14.98, 105.14, 1852.0, 0.358, 279.6, 11.5, 10.0, 112.32, -0.01, 4.0, 0.0, 11.8, 2.48, -0.47, 0.11495873318105748, 121.0, 33.83, 277.3, 11295.813814774296, 28.0, 12.0, 128.41, 150.0, 177.2, -60.5, 16.39
2987.0, 4492.7, 4425.3, 4506.6, 28.200000000000728, 2.6, 1.662437548548141, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 58.710000000000036, 1501.79, 1535.0, 1552.52, 1493.81, 9.31, 77.87, 188.36, 2544.9, 18.86, 14.99, 104.99, 1852.0, 0.365, 279.6, 11.5, 10.0, 112.22, -0.01, 4.0, 0.01, 11.8, 2.57, -0.45, 0.1108291699032094, 121.0, 33.85, 277.2, 11285.757000480515, 28.0, 12.0, 131.6, 180.0, 200.8, -60.6, 16.39
2988.0, 4495.7, 4429.5, 4510.8, 27.5, 2.6, 1.4699329861015429, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.88999999999987, 1502.52, 1536.32, 1550.12, 1493.23, 9.3, 77.83, 188.35, 2546.9, 18.89, 14.96, 104.81, 1852.0, 0.371, 279.3, 11.5, 10.0, 112.09, -0.02, 4.0, -0.02, 11.8, 2.53, -0.07, 0.09799553240676953, 121.0, 33.85, 277.1, 11272.683141898602, 28.0, 12.0, 149.25, 210.0, 212.6, -60.7, 16.39
2994.0, 4499.7, 4432.6, 4513.9, 26.5, 2.5, 1.6518834959653717, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.569999999999936, 1500.04, 1535.67, 1548.28, 1491.71, 9.3, 77.83, 188.27, 2542.4, 18.91, 15.0, 104.68, 1852.0, 0.378, 279.3, 11.5, 10.0, 111.95, -0.01, 4.0, -0.03, 11.8, 2.41, -0.01, 0.11012556639769144, 121.0, 33.91, 277.0, 11258.60360188731, 28.0, 12.0, 176.56, 150.0, 196.9, -60.8, 16.39
3002.0, 4500.7, 4436.3, 4517.6, 27.300000000000182, 2.6, 2.2130251842877873, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 57.84999999999991, 1500.34, 1533.99, 1548.75, 1490.9, 9.28, 77.7, 188.3, 2540.7, 18.95, 14.96, 104.52, 1852.0, 0.386, 279.5, 11.0, 10.0, 111.86, 0.0, 4.0, 0.03, 11.8, 2.82, 0.04, 0.14753501228585247, 121.0, 33.91, 277.0, 11249.552469022907, 28.0, 11.0, 173.1, 120.0, 204.7, -60.9, 16.39
3006.0, 4503.7, 4440.4, 4521.7, 29.399999999999636, 2.6, 1.4740252523251642, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 60.100000000000136, 1501.77, 1532.86, 1549.46, 1489.36, 9.3, 77.58, 188.31, 2540.8, 18.93, 15.03, 104.33, 1852.0, 0.394, 279.2, 11.5, 10.0, 111.68, -0.02, 4.0, -0.01, 11.8, 2.69, 0.9, 0.09826835015501095, 120.0, 33.96, 276.9, 11231.450203294102, 28.0, 12.0, 151.61, 240.0, 244.1, -61.0, 16.39
3010.0, 4508.7, 4444.2, 4525.5, 32.0, 2.7, 1.2093004513539112, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 61.52999999999997, 1501.53, 1532.44, 1549.21, 1487.68, 9.25, 77.65, 188.3, 2541.3, 18.97, 15.02, 104.13, 1852.0, 0.402, 279.5, 11.5, 10.0, 111.46, 0.0, 4.0, -0.01, 11.8, 2.58, 0.47, 0.08062003009026072, 120.0, 33.989999999999995, 277.0, 11209.325211847783, 28.0, 12.0, 188.51, 270.0, 224.4, -61.1, 16.39
3013.0, 4512.7, 4447.5, 4528.9, 32.599999999999454, 2.7, 1.312695549518593, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 60.600000000000136, 1501.71, 1532.05, 1548.39, 1487.79, 9.27, 77.34, 188.29, 2538.2, 19.02, 14.97, 103.98, 1852.0, 0.41, 279.7, 11.5, 10.0, 111.33, 0.0, 4.0, -0.02, 11.8, 2.38, 0.07, 0.08751303663457287, 120.0, 33.99, 277.0, 11196.251353265869, 28.0, 12.0, 213.16, 210.0, 196.9, -61.2, 16.39
3015.0, 4515.7, 4449.5, 4530.8, 32.69999999999982, 2.6, 1.6994774051348056, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 58.840000000000146, 1501.21, 1530.15, 1547.39, 1488.55, 9.26, 77.26, 188.25, 2538.7, 18.96, 15.04, 103.9, 1852.0, 0.419, 279.4, 11.0, 10.0, 111.21, -0.01, 4.0, -0.02, 11.8, 2.31, -0.68, 0.11329849367565371, 120.0, 34.0, 277.0, 11184.183176113333, 28.0, 12.0, 206.88, 120.0, 161.4, -61.2, 16.39
3018.0, 4516.7, 4452.4, 4533.8, 33.400000000000546, 2.6, 1.9715759542720697, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.65000000000009, 1501.43, 1530.23, 1547.14, 1490.49, 9.21, 77.48, 188.27, 2535.4, 19.01, 15.04, 103.86, 1852.0, 0.428, 279.4, 11.5, 10.0, 111.08, -0.0, 4.0, 0.0, 11.8, 2.43, -0.89, 0.1314383969514713, 120.0, 34.05, 276.9, 11171.109317531418, 28.0, 11.0, 162.17, 90.0, 153.5, -61.3, 16.4
3021.0, 4518.7, 4455.0, 4536.3, 33.0, 2.6, 1.857991490563742, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.850000000000136, 1503.67, 1530.94, 1547.95, 1491.1, 9.22, 77.2, 188.27, 2533.9, 19.05, 15.09, 103.82, 1852.0, 0.438, 279.1, 11.0, 10.0, 110.94, -0.01, 4.0, 0.0, 11.8, 2.47, -1.07, 0.12386609937091614, 120.0, 34.14, 276.7, 11157.029777520125, 28.0, 11.0, 127.03, 120.0, 169.3, -61.3, 16.4
3024.0, 4520.7, 4458.0, 4539.3, 32.69999999999982, 2.6, 1.7340144918383775, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 60.0, 1502.93, 1531.4, 1548.66, 1488.66, 9.23, 77.56, 188.31, 2533.3, 19.1, 15.07, 103.74, 1852.0, 0.448, 279.0, 11.5, 10.0, 110.8, -0.02, 4.0, -0.0, 11.8, 2.5, -1.05, 0.1156009661225585, 119.0, 34.17, 276.4, 11142.950237508832, 28.0, 12.0, 120.88, 150.0, 177.2, -61.3, 16.41
3023.0, 4523.7, 4460.9, 4542.3, 31.5, 2.6, 1.5698917981224532, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 62.67000000000007, 1501.07, 1531.23, 1549.51, 1486.84, 9.2, 77.41, 188.28, 2530.7, 19.06, 15.03, 103.68, 1852.0, 0.459, 278.8, 11.5, 10.0, 110.69, -0.01, 4.0, -0.0, 11.8, 2.49, -0.9, 0.10465945320816354, 119.0, 34.089999999999996, 276.2, 11131.887741785673, 28.0, 12.0, 133.62, 180.0, 181.1, -61.3, 16.41
3026.0, 4526.7, 4463.9, 4545.2, 31.300000000000182, 2.5, 1.5090597270377353, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 64.1099999999999, 1498.81, 1530.12, 1551.75, 1487.64, 9.21, 77.72, 188.25, 2531.8, 19.02, 15.07, 103.63, 1852.0, 0.471, 278.5, 11.5, 10.0, 110.59, -0.02, 4.0, -0.02, 11.8, 2.43, -0.8, 0.10060398180251569, 119.0, 34.09, 276.0, 11121.830927491894, 28.0, 12.0, 151.58, 180.0, 177.2, -61.3, 16.41
3029.0, 4529.7, 4467.3, 4548.6, 31.0, 2.6, 1.712004274803518, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 61.899999999999864, 1498.81, 1530.86, 1550.04, 1488.14, 9.18, 77.46, 188.24, 2533.6, 19.11, 15.06, 103.59, 1852.0, 0.488, 278.4, 11.5, 10.0, 110.51, -0.0, 4.0, 0.01, 11.8, 2.48, -0.65, 0.11413361832023455, 119.0, 34.17, 275.8, 11113.78547605687, 28.0, 12.0, 159.63, 150.0, 165.4, -61.4, 16.41
3032.0, 4531.7, 4469.9, 4551.3, 29.600000000000364, 2.5, 1.925331927550948, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 63.16000000000008, 1499.26, 1529.77, 1549.47, 1486.31, 9.19, 77.77, 188.27, 2531.4, 19.14, 15.02, 103.53, 1852.0, 0.487, 278.2, 11.5, 10.0, 110.46, -0.01, 4.0, 0.01, 11.8, 2.54, -0.89, 0.12835546183672986, 119.0, 34.16, 275.6, 11108.757068909978, 28.0, 11.0, 147.97, 120.0, 177.2, -61.4, 16.41
3035.0, 4533.7, 4473.1, 4554.5, 29.0, 2.6, 1.6009603614962633, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 61.32999999999993, 1500.25, 1531.4, 1547.96, 1486.63, 9.18, 77.52, 188.33, 2529.5, 19.16, 15.06, 103.47, 1852.0, 0.487, 278.0, 11.5, 10.0, 110.36, 0.0, 4.0, -0.02, 11.8, 2.37, -0.7, 0.10673069076641756, 119.0, 34.22, 275.4, 11098.700254616197, 28.0, 11.0, 133.32, 150.0, 185.0, -61.3, 16.41
3044.0, 4536.7, 4475.5, 4556.8, 27.900000000000546, 2.7, 1.255967934289691, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 58.25999999999999, 1502.07, 1531.16, 1546.14, 1487.88, 9.19, 77.69, 188.43, 2528.6, 19.1, 15.05, 103.45, 1852.0, 0.487, 277.6, 11.5, 10.0, 110.22, -0.02, 4.0, -0.02, 11.8, 2.18, 1.67, 0.08373119561931273, 119.0, 34.150000000000006, 275.3, 11084.620714604906, 28.0, 11.0, 133.06, 180.0, 145.7, -61.3, 16.41
3043.0, 4539.7, 4477.7, 4559.0, 28.199999999999818, 2.6, 1.4951287476799164, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.48000000000002, 1502.15, 1531.2, 1544.23, 1487.75, 9.17, 77.72, 188.47, 2532.2, 19.21, 15.03, 103.45, 1852.0, 0.486, 278.3, 11.5, 10.0, 110.12, -0.0, 4.0, 0.02, 11.8, 2.42, 2.56, 0.09967524984532776, 119.0, 34.24, 275.4, 11074.563900311126, 28.0, 12.0, 145.58, 180.0, 118.1, -61.3, 16.4
3046.0, 4542.7, 4480.3, 4561.7, 27.899999999999636, 2.6, 1.819564054396705, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 55.309999999999945, 1501.54, 1530.28, 1542.78, 1487.47, 9.18, 77.6, 188.46, 2530.0, 19.27, 14.91, 103.37, 1852.0, 0.485, 278.9, 11.5, 10.0, 110.16, 0.01, 4.0, 0.02, 11.8, 2.59, 1.69, 0.12130427029311369, 119.0, 34.18, 275.8, 11078.586626028637, 28.0, 12.0, 158.22, 150.0, 153.5, -61.3, 16.4
3062.0, 4544.7, 4482.9, 4564.2, 27.899999999999636, 2.6, 2.1620291215320466, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 54.49000000000001, 1500.97, 1530.36, 1543.07, 1488.58, 9.16, 77.33, 188.46, 2529.4, 19.14, 14.98, 103.28, 1852.0, 0.484, 278.8, 11.5, 10.0, 110.23, -0.01, 4.0, -0.02, 11.8, 2.47, 0.73, 0.1441352747688031, 119.0, 34.120000000000005, 276.1, 11085.626396034284, 28.0, 12.0, 155.6, 60.0, 177.2, -61.3, 16.39
3065.0, 4544.7, 4485.9, 4567.2, 27.899999999999636, 2.6, 1.9536579304088137, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 55.6400000000001, 1499.42, 1528.49, 1543.44, 1487.8, 9.16, 77.42, 188.43, 2529.8, 19.17, 15.04, 103.2, 1852.0, 0.483, 278.8, 11.5, 10.0, 110.16, -0.01, 4.0, 0.0, 11.8, 2.57, 1.41, 0.13024386202725424, 119.0, 34.21, 276.2, 11078.586626028637, 28.0, 11.0, 104.74, 120.0, 161.4, -61.2, 16.39
3068.0, 4548.7, 4488.9, 4570.2, 27.899999999999636, 2.6, 1.4113565191990547, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.67000000000007, 1500.03, 1529.35, 1544.24, 1487.57, 9.14, 77.76, 188.41, 2527.9, 19.17, 15.02, 103.08, 1852.0, 0.482, 279.0, 11.5, 10.0, 110.02, -0.01, 4.0, 0.02, 11.8, 2.8, 2.31, 0.09409043461327031, 119.0, 34.19, 276.4, 11064.507086017344, 28.0, 11.0, 112.41, 270.0, 181.1, -61.2, 16.39
3071.0, 4553.7, 4492.4, 4573.8, 28.600000000000364, 2.6, 1.5650019889912832, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 56.63999999999987, 1501.9, 1532.62, 1545.08, 1488.44, 9.15, 77.43, 188.39, 2527.3, 19.24, 14.99, 102.91, 1852.0, 0.481, 279.7, 11.5, 10.0, 109.96, 0.0, 4.0, 0.0, 11.8, 2.8, 1.08, 0.10433346593275221, 119.0, 34.23, 276.6, 11058.472997441075, 28.0, 12.0, 163.88, 240.0, 208.7, -61.1, 16.38
3075.0, 4556.7, 4496.1, 4577.4, 28.799999999999272, 2.5, 1.7444563000766766, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 57.569999999999936, 1502.87, 1531.37, 1546.85, 1489.28, 9.09, 77.78, 188.43, 2524.7, 19.17, 14.96, 102.73, 1852.0, 0.48, 279.8, 11.5, 10.0, 110.04, 0.0, 4.0, -0.01, 11.8, 2.67, -0.32, 0.11629708667177845, 119.0, 34.13, 276.8, 11066.5184488761, 28.0, 12.0, 203.61, 180.0, 216.5, -61.1, 16.38
3078.0, 4559.7, 4499.4, 4580.7, 29.399999999999636, 2.5, 1.7583030355787188, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 57.33999999999992, 1502.58, 1529.05, 1547.37, 1490.03, 9.07, 77.59, 188.49, 2521.6, 19.03, 15.08, 102.62, 1852.0, 0.478, 279.2, 11.5, 10.0, 109.98, -0.03, 4.0, -0.02, 11.8, 2.53, -0.86, 0.1172202023719146, 119.0, 34.11, 276.8, 11060.484360299833, 28.0, 12.0, 186.36, 150.0, 200.8, -61.0, 16.39
3081.0, 4561.7, 4502.3, 4583.6, 29.100000000000364, 2.9, 2.0863584135750535, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 61.1400000000001, 1502.83, 1525.62, 1549.66, 1488.52, 9.07, 77.73, 188.52, 2523.8, 19.11, 15.11, 102.56, 1852.0, 0.477, 279.2, 11.5, 10.0, 109.83, 0.01, 4.0, 0.0, 11.8, 2.55, -1.2, 0.13909056090500357, 119.0, 34.22, 276.5, 11045.39913885916, 28.0, 12.0, 180.01, 90.0, 177.2, -60.9, 16.39
3084.0, 4562.7, 4504.9, 4586.2, 29.399999999999636, 2.7, 2.1206781439532874, 30.0, 123.5, 124.575, 274.2, 1.0139397945082016, 60.66000000000008, 1502.02, 1524.04, 1549.91, 1489.25, 9.03, 77.67, 188.56, 2523.7, 19.08, 15.03, 102.5, 1852.0, 0.476, 278.6, 11.5, 10.0, 109.63, -0.02, 4.0, 0.01, 11.8, 2.74, 0.05, 0.14137854293021915, 118.0, 34.11, 276.2, 11025.2855102716, 28.0, 11.0, 127.18, 120.0, 177.2, -60.8, 16.4
