#AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, amp2, AOASimple, BaroA, CAS, COM1, COM2, Coordination Index, CRS, DensityRatio, E1 CHT Divergence, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 OilP, E1 OilT, E1 RPM, FQtyL, FQtyR, GndSpd, HAL, HDG, HPLfd, HPLwas, IAS, LatAc, LOC-I Index, MagVar, NormAc, OAT, Pitch, Roll, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), volt1, volt2, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd, number_events = 8
AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, amp2, AOASimple, BaroA, CAS, COM1, COM2, Coordination Index, CRS, DensityRatio, E1 CHT Divergence, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 OilP, E1 OilT, E1 RPM, FQtyL, FQtyR, GndSpd, HAL, HDG, HPLfd, HPLwas, IAS, LatAc, LOC-I Index, MagVar, NormAc, OAT, Pitch, Roll, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), volt1, volt2, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd
0.0, 1436.6, 1238.0, 1334.9, -0.3999999999998636, 9.8, 1.4, 2.04, 29.95, 20.667, 120.6, 123.5, 8.85125894219067, 221.5, 0.9269735371494402, 10.460000000000008, 151.73, 142.48, 152.94, 145.46, 31.450000000000045, 1112.22, 1089.98, 1112.16, 1080.77, 2.73, 63.63, 122.29, 1222.1, 16.6, 18.38, 0.0, 3704.0, 125.6, 15.5, 12.0, 0.0, -0.02, 0.012037712161379312, 10.2, -0.02, 38.0, 2.04, 0.63, 0.136, 0.0, 34.980000000000004, 260.1, 2173.7534593047894, 27.9, 27.9, 24.0, 67.56, 0.0, 0.0, NaN, NaN
0.0, 1434.6, 1238.2, 1335.1, -0.20000000000004547, 9.7, 1.3, 5.336988416169484, 29.95, 20.667, 120.6, 123.5, 9.132239420274708, 221.5, 0.9275700452171041, 10.620000000000005, 152.64, 143.24, 153.86, 146.33, 29.829999999999927, 1112.18, 1089.76, 1112.74, 1082.91, 2.71, 63.55, 122.28, 1223.4, 16.54, 18.38, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, -0.01, 0.032492437333128295, 10.2, -0.05, 37.8, 2.05, 0.65, 0.3557992277446323, 0.0, 34.92, 260.1, 2173.0543908000395, 27.9, 27.9, 23.0, 42.61, -120.0, 0.0, NaN, NaN
0.0, 1432.6, 1238.4, 1335.2, -0.2999999999999545, 9.6, 1.3, 3.7128179405233257, 29.95, 20.667, 120.6, 123.5, 9.272729244180635, 221.5, 0.9275700452171041, 10.639999999999986, 153.47, 144.05, 154.69, 147.1, 30.610000000000127, 1112.58, 1090.04, 1114.41, 1083.8, 2.72, 63.48, 122.27, 1219.3, 16.52, 18.38, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, -0.01, 0.022951970330272773, 10.2, 0.06, 37.8, 2.07, 0.66, 0.24752119603488837, 0.0, 34.9, 260.1, 2173.0543908000395, 27.9, 27.9, 23.0, -22.18, -60.0, 0.0, NaN, NaN
0.0, 1432.6, 1238.5, 1335.3, 1.2999999999999545, 9.4, 1.3, 1.218675445856078, 29.95, 20.667, 120.6, 123.5, 8.991749318184862, 221.5, 0.9275700452171041, 10.759999999999991, 154.35, 144.78, 155.54, 147.97, 30.049999999999955, 1113.79, 1091.33, 1114.97, 1084.92, 2.75, 63.45, 122.26, 1220.4, 16.47, 18.38, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, 0.0, 0.007305349406243349, 10.2, 0.0, 37.8, 2.04, 0.64, 0.08124502972373854, 0.0, 34.849999999999994, 260.1, 2173.0543908000395, 27.9, 27.9, 24.0, -37.85, 30.0, 3.9, NaN, NaN
0.0, 1433.6, 1238.6, 1335.4, 1.7000000000000455, 9.4, 1.3, -0.3746493039785572, 29.95, 20.667, 120.6, 123.5, 6.8494964658954425, 221.5, 0.9275700452171041, 10.840000000000003, 155.19, 145.56, 156.4, 148.67, 29.160000000000082, 1114.58, 1093.77, 1115.67, 1086.51, 2.67, 63.45, 122.25, 1215.5, 16.44, 18.4, 0.0, 3704.0, 125.5, 15.5, 12.0, 0.0, -0.01, 0.0017107727223675433, 10.2, 0.02, 37.8, 2.09, 0.6, 0.02497662026523715, 0.0, 34.84, 260.1, 2173.0543908000395, 27.9, 27.9, 24.0, -19.79, 90.0, 0.0, NaN, NaN
0.0, 1435.6, 1237.1, 1333.9, 0.0, 9.4, 1.4, -0.3746493039785572, 29.95, 20.667, 120.6, 123.5, 7.411459570502441, 221.5, 0.9275700452171041, 10.949999999999989, 156.06, 146.3, 157.25, 149.55, 28.8599999999999, 1116.19, 1096.01, 1117.25, 1088.39, 2.67, 63.63, 122.24, 1220.8, 16.39, 18.4, 0.0, 3704.0, 125.6, 15.5, 12.0, 0.0, -0.01, 0.001851132113035971, 10.2, 0.01, 37.8, 2.09, 0.64, 0.02497662026523715, 0.0, 34.79, 260.1, 2173.0543908000395, 27.9, 27.9, 24.0, 36.48, 90.0, 0.0, NaN, NaN
0.0, 1436.6, 1237.1, 1333.9, 0.10000000000013642, 9.3, 1.3, -1.2469884161694837, 29.95, 20.667, 120.6, 123.5, 8.991749318184862, 221.5, 0.9275700452171041, 11.0, 156.91, 147.09, 158.09, 150.27, 29.74000000000001, 1119.08, 1096.59, 1118.22, 1089.34, 2.65, 63.61, 122.23, 1225.8, 16.39, 18.38, 0.0, 3704.0, 125.6, 15.5, 12.0, 0.0, 0.0, 0.007475071493917585, 10.2, -0.02, 37.8, 2.04, 0.64, 0.08313256107796559, 0.0, 34.769999999999996, 260.1, 2173.0543908000395, 27.9, 27.9, 24.0, 57.88, 120.0, 0.0, NaN, NaN
0.0, 1439.6, 1237.1, 1333.9, 0.3000000000001819, 9.2, 1.3, -0.364649303978557, 29.95, 20.667, 120.6, 123.5, 6.428021426208937, 221.5, 0.9275700452171041, 11.079999999999984, 157.87, 147.96, 159.04, 151.23, 31.659999999999854, 1122.58, 1097.07, 1120.27, 1090.92, 2.61, 63.65, 122.22, 1230.8, 16.39, 18.38, 0.0, 3704.0, 125.5, 15.0, 12.0, 0.0, -0.01, 0.0015626490260175602, 10.2, 0.01, 37.8, 2.1, 0.57, 0.024309953598570466, 0.0, 34.769999999999996, 260.1, 2173.0543908000395, 27.9, 27.9, 23.0, 97.74, 90.0, 3.9, NaN, NaN
0.0, 1439.6, 1237.1, 1333.9, 0.40000000000009095, 9.1, 1.3, 4.534649303978557, 29.95, 20.667, 120.6, 123.5, 7.411459570502441, 221.5, 0.9275700452171041, 11.139999999999986, 158.76, 148.77, 159.91, 152.01, 31.889999999999873, 1125.03, 1098.53, 1122.35, 1093.14, 2.57, 63.79, 122.21, 1232.9, 16.39, 18.38, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, 0.02, 0.022405579988562737, 10.2, -0.02, 37.8, 2.07, 0.64, 0.30230995359857044, 0.0, 34.769999999999996, 260.1, 2173.0543908000395, 27.9, 27.9, 23.0, 88.48, -90.0, 0.0, NaN, NaN
0.0, 1436.6, 1237.0, 1333.9, -0.8999999999998636, 9.1, 1.4, 6.22000599302601, 29.95, 20.667, 120.6, 123.5, 7.130478548889288, 221.5, 0.9275700452171041, 11.27000000000001, 159.14, 149.0, 160.27, 152.4, 31.1099999999999, 1126.27, 1100.67, 1124.55, 1095.16, 2.53, 63.9, 122.2, 1237.1, 16.39, 18.38, 0.0, 3704.0, 125.5, 15.0, 12.0, 0.0, -0.02, 0.029567746204823185, 10.2, 0.03, 37.8, 2.11, 0.62, 0.41466706620173405, 0.0, 34.769999999999996, 260.1, 2173.0543908000395, 27.9, 27.9, 24.0, 11.88, -150.0, 0.0, NaN, NaN
0.0, 1434.6, 1237.0, 1333.9, -1.0, 9.1, 1.3, 3.6728179405233257, 29.95, 20.667, 120.6, 123.5, 9.132239420274708, 221.5, 0.9275700452171041, 11.289999999999992, 159.64, 149.5, 160.79, 152.91, 31.6400000000001, 1127.7, 1102.44, 1127.03, 1096.06, 2.6, 63.77, 122.19, 1238.8, 16.41, 18.38, 0.0, 3704.0, 125.5, 15.5, 12.0, 0.0, -0.0, 0.022360701853292853, 10.2, -0.02, 37.8, 2.03, 0.65, 0.24485452936822172, 0.0, 34.79, 260.1, 2173.0543908000395, 27.9, 27.9, 24.0, -59.29, -60.0, 0.0, NaN, NaN
0.0, 1434.6, 1238.3, 1335.1, 0.0, 9.0, 1.3, 2.04, 29.95, 20.667, 120.6, 123.5, 8.429786213577865, 221.5, 0.9284662481593428, 11.400000000000006, 160.49, 150.26, 161.66, 153.67, 32.049999999999955, 1129.55, 1103.77, 1130.1, 1098.05, 2.53, 63.72, 122.18, 1231.9, 16.39, 18.33, 0.0, 3704.0, 125.5, 15.5, 12.0, 0.0, -0.01, 0.011464509250465897, 10.2, -0.0, 37.5, 2.04, 0.6, 0.136, 0.0, 34.72, 260.1, 2172.005366171784, 27.9, 27.9, 24.0, -71.68, 0.0, 0.0, NaN, NaN
0.0, 1434.6, 1238.3, 1335.2, 0.0, 8.9, 1.3, 2.02, 29.95, 20.667, 120.6, 123.5, 8.14880310344014, 221.5, 0.9284662481593428, 11.439999999999998, 161.38, 151.06, 162.5, 154.44, 33.460000000000036, 1133.08, 1104.9, 1132.9, 1099.62, 2.56, 63.8, 122.17, 1231.3, 16.39, 18.35, 0.0, 3704.0, 125.5, 15.5, 12.0, 0.0, -0.01, 0.01097372151263272, 10.2, -0.02, 37.5, 2.02, 0.58, 0.13466666666666666, 0.0, 34.74, 260.1, 2172.005366171784, 27.9, 27.9, 24.0, -41.35, 0.0, 0.0, NaN, NaN
0.0, 1434.6, 1238.7, 1335.5, 0.20000000000004547, 8.8, 1.3, 1.2586754458560783, 29.95, 20.667, 120.6, 123.5, 7.552712544829686, 221.5, 0.9284662481593428, 11.599999999999994, 162.24, 151.81, 163.41, 155.26, 34.059999999999945, 1136.2, 1105.25, 1135.08, 1102.14, 2.58, 63.86, 122.16, 1235.9, 16.39, 18.35, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, -0.02, 0.006337609219857534, 10.2, 0.04, 37.5, 2.08, 0.65, 0.08391169639040522, 0.0, 34.74, 260.1, 2172.005366171784, 27.9, 27.9, 23.0, -27.61, 30.0, 0.0, NaN, NaN
0.0, 1435.6, 1238.8, 1335.7, 0.2999999999999545, 8.8, 1.3, 1.208675445856078, 29.95, 20.667, 120.6, 123.5, 8.008311173891357, 221.5, 0.9284662481593428, 11.590000000000003, 163.19, 152.71, 164.3, 156.26, 33.97000000000003, 1138.7, 1106.23, 1137.61, 1104.73, 2.58, 63.64, 122.15, 1234.5, 16.36, 18.35, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, -0.01, 0.006452966052438232, 10.2, -0.0, 37.5, 2.03, 0.57, 0.08057836305707186, 0.0, 34.71, 260.1, 2172.005366171784, 27.9, 27.9, 23.0, -4.21, 30.0, 0.0, NaN, NaN
0.0, 1435.6, 1239.0, 1335.8, 1.8999999999998636, 8.7, 1.3, 2.09, 29.95, 20.667, 120.6, 123.5, 8.28929478476218, 221.5, 0.9284662481593428, 11.669999999999987, 164.13, 153.55, 165.22, 157.12, 34.49000000000001, 1141.26, 1106.86, 1140.17, 1106.77, 2.62, 63.72, 122.14, 1232.9, 16.36, 18.35, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, 0.0, 0.011549750733435305, 10.2, 0.03, 37.5, 2.09, 0.59, 0.13933333333333334, 0.0, 34.71, 260.1, 2172.005366171784, 27.9, 27.9, 23.0, 15.04, 0.0, 0.0, NaN, NaN
0.0, 1435.6, 1239.4, 1336.2, 2.2999999999999545, 8.7, 1.3, 2.8313245541439214, 29.95, 20.667, 120.6, 123.5, 8.71076829657171, 221.5, 0.9284662481593428, 11.780000000000001, 164.97, 154.34, 166.12, 157.98, 34.82999999999993, 1142.47, 1108.21, 1140.92, 1107.64, 2.61, 63.8, 122.14, 1233.5, 16.31, 18.35, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, -0.02, 0.016442008109027934, 10.2, -0.04, 37.5, 2.01, 0.62, 0.18875497027626142, 0.0, 34.66, 260.1, 2172.005366171784, 27.9, 27.9, 24.0, 22.53, -30.0, 7.9, NaN, NaN
0.0, 1434.6, 1237.9, 1334.8, 0.8999999999998636, 8.6, 1.3, 2.8613245541439216, 29.95, 20.667, 120.6, 123.5, 8.71076829657171, 221.5, 0.9284662481593428, 11.810000000000002, 165.83, 155.17, 166.98, 158.8, 35.090000000000146, 1143.2, 1109.73, 1141.43, 1108.11, 2.68, 63.75, 122.13, 1236.9, 16.28, 18.33, 0.0, 3704.0, 125.6, 15.5, 12.0, 0.0, -0.0, 0.01661622347495937, 10.2, 0.0, 37.5, 2.04, 0.62, 0.19075497027626145, 0.0, 34.61, 260.1, 2172.005366171784, 27.9, 27.9, 23.0, -10.12, -30.0, 0.0, NaN, NaN
0.0, 1434.6, 1237.8, 1334.7, 0.7999999999999545, 8.6, 1.3, 2.7813245541439215, 29.95, 20.667, 120.6, 123.5, 9.132239420274708, 221.5, 0.9284662481593428, 11.870000000000005, 166.74, 155.97, 167.84, 159.69, 33.940000000000055, 1142.98, 1109.54, 1142.03, 1109.04, 2.69, 63.7, 122.13, 1234.0, 16.28, 18.35, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, -0.0, 0.01693314782262073, 10.2, -0.05, 37.5, 1.96, 0.65, 0.1854216369429281, 0.0, 34.63, 260.1, 2172.005366171784, 27.9, 27.9, 24.0, -18.27, -30.0, 0.0, NaN, NaN
0.0, 1433.6, 1237.8, 1334.6, 0.6999999999998181, 8.5, 1.3, 2.7813245541439215, 29.95, 20.667, 120.6, 123.5, 8.85125894219067, 221.5, 0.9284662481593428, 11.909999999999997, 167.61, 156.8, 168.71, 160.43, 34.1400000000001, 1143.47, 1109.85, 1142.51, 1109.33, 2.64, 63.69, 122.12, 1229.6, 16.31, 18.35, 0.0, 3704.0, 125.6, 15.0, 11.0, 0.0, -0.0, 0.016412149220667242, 10.2, -0.03, 37.5, 1.96, 0.63, 0.1854216369429281, 0.0, 34.66, 260.1, 2172.005366171784, 27.9, 27.9, 23.0, -25.8, -30.0, 0.0, NaN, NaN
0.0, 1433.6, 1238.0, 1334.9, 1.0, 8.5, 1.3, 1.97, 29.95, 20.667, 120.6, 123.5, 8.991749318184862, 221.5, 0.9284662481593428, 11.990000000000009, 168.55, 157.66, 169.65, 161.43, 33.210000000000036, 1143.92, 1110.88, 1143.86, 1110.71, 2.63, 63.67, 122.11, 1231.9, 16.33, 18.35, 0.0, 3704.0, 125.6, 15.0, 11.0, 0.0, -0.03, 0.011809164104549453, 10.2, -0.03, 37.5, 1.97, 0.64, 0.13133333333333333, 0.0, 34.68, 260.1, 2172.005366171784, 27.9, 27.9, 22.0, -28.7, 0.0, -7.9, NaN, NaN
0.0, 1433.6, 1238.1, 1335.0, -0.09999999999990905, 8.4, 1.3, 1.96, 29.95, 20.667, 120.6, 123.5, 9.553708040322476, 221.5, 0.9284662481593428, 12.030000000000001, 169.4, 158.46, 170.49, 162.27, 34.17000000000007, 1144.74, 1111.78, 1145.95, 1112.39, 2.54, 63.69, 122.11, 1235.9, 16.33, 18.35, 0.0, 3704.0, 125.6, 15.0, 12.0, 0.0, -0.04, 0.012483511839354701, 10.2, -0.01, 37.5, 1.96, 0.68, 0.13066666666666665, 0.0, 34.68, 260.1, 2172.005366171784, 27.9, 27.9, 22.0, -20.15, 0.0, 0.0, NaN, NaN
0.0, 1433.6, 1238.2, 1335.1, -0.10000000000013642, 8.3, 1.2, 2.7513245541439217, 29.95, 20.667, 120.6, 123.5, 7.412222442739392, 221.5, 0.9284662481593428, 12.090000000000003, 170.32, 159.29, 171.38, 163.06, 34.909999999999854, 1146.7, 1112.17, 1147.08, 1113.8, 2.57, 63.75, 122.1, 1237.3, 16.33, 18.35, 0.0, 3704.0, 125.7, 15.0, 12.0, 0.0, -0.0, 0.013595619738323685, 10.2, -0.02, 37.5, 1.93, 0.64, 0.18342163694292812, 0.0, 34.68, 260.1, 2172.005366171784, 27.9, 27.9, 23.0, -7.25, -30.0, 0.0, NaN, NaN
0.0, 1432.6, 1239.5, 1336.3, 0.7999999999999545, 8.2, 1.3, 1.89, 29.95, 20.667, 120.6, 123.5, 8.85125894219067, 221.5, 0.9284662481593428, 12.180000000000007, 171.14, 160.06, 172.24, 163.94, 35.319999999999936, 1149.05, 1113.73, 1148.66, 1115.31, 2.57, 63.85, 122.1, 1239.5, 16.36, 18.35, 0.0, 3704.0, 125.7, 15.0, 12.0, 0.0, 0.02, 0.011152586267160244, 10.2, -0.02, 37.5, 1.89, 0.63, 0.126, 0.0, 34.71, 260.1, 2172.005366171784, 27.9, 27.9, 23.0, -28.21, 0.0, 0.0, NaN, NaN
